#{"t_start": 1737965427.0361888, "env_id": "None"}
r,l,t
7.0,11,42.970781
6.0,12,42.97747
6.0,10,42.982931
4.0,12,42.989374
3.0,15,42.997857
8.0,10,43.003042
8.0,10,43.008126
6.0,10,43.013306
8.0,10,43.018423
6.0,10,43.023566
5.0,13,43.030127
5.0,10,43.035235
5.0,11,43.040804
4.0,12,43.046906
3.0,14,43.053898
6.0,11,43.059411
9.0,10,43.064526
4.0,13,43.070973
4.0,12,43.07704
7.0,11,43.08255
4.0,13,43.089115
2.0,14,43.096118
5.0,13,43.102583
4.0,14,43.109624
5.0,13,43.116083
4.0,14,43.123195
6.0,10,43.128275
8.0,11,43.133863
6.0,11,43.139271
6.0,11,43.144849
1.0,15,43.152309
4.0,12,43.158293
6.0,11,43.163836
5.0,11,43.169357
3.0,11,43.174894
-1.0,16,43.183065
4.0,14,43.190246
4.0,13,43.196788
7.0,11,43.202434
4.0,14,43.20961
4.0,13,43.216097
6.0,11,43.701132
8.0,10,43.70651
1.0,15,43.714123
6.0,11,43.719724
4.0,14,43.726775
6.0,11,43.732341
4.0,11,43.737822
3.0,15,43.745365
5.0,12,43.751314
2.0,15,43.758717
3.0,12,43.764733
6.0,11,43.770263
6.0,11,43.775857
1.0,15,43.783286
6.0,10,43.788264
7.0,11,43.793747
2.0,14,43.800632
2.0,15,43.808072
6.0,10,43.813027
7.0,11,43.818506
9.0,10,43.823511
7.0,11,43.829046
4.0,13,43.835498
7.0,10,43.840524
6.0,11,43.845946
5.0,13,43.85231
6.0,10,43.857359
6.0,11,43.862716
6.0,11,43.868188
5.0,11,43.873659
7.0,10,43.878635
5.0,12,43.884544
8.0,10,43.889589
2.0,15,43.8969
5.0,12,43.902901
4.0,12,43.908949
3.0,14,43.915938
4.0,13,43.922448
9.0,10,43.927478
5.0,13,43.933875
6.0,11,43.939645
5.0,13,43.946163
5.0,12,43.952119
0.0,17,44.436514
8.0,10,44.441641
5.0,12,44.447862
6.0,11,44.453508
8.0,11,44.459171
6.0,11,44.464928
7.0,10,44.470055
7.0,10,44.475189
5.0,13,44.481656
6.0,12,44.487777
9.0,10,44.492935
7.0,10,44.497967
8.0,10,44.503106
7.0,10,44.508185
6.0,12,44.514111
5.0,13,44.520542
7.0,10,44.52563
6.0,11,44.531179
8.0,10,44.536192
4.0,12,44.542272
5.0,11,44.547768
8.0,10,44.55279
3.0,14,44.559707
7.0,11,44.565151
5.0,12,44.571248
6.0,11,44.576753
5.0,12,44.582814
6.0,11,44.58833
2.0,15,44.595682
6.0,11,44.601143
7.0,11,44.606618
4.0,13,44.613124
7.0,11,44.61869
7.0,12,44.624784
8.0,10,44.629961
6.0,11,44.635597
6.0,11,44.641116
9.0,10,44.646154
7.0,12,44.652302
7.0,11,44.657801
7.0,10,44.66291
8.0,10,44.667891
6.0,10,44.673102
7.0,10,44.678465
6.0,10,44.683634
6.0,11,45.173432
6.0,10,45.179319
4.0,11,45.185282
2.0,13,45.19209
6.0,12,45.198306
7.0,11,45.203895
7.0,10,45.209004
8.0,11,45.214548
6.0,12,45.220612
7.0,10,45.225702
6.0,11,45.231381
4.0,12,45.23742
6.0,10,45.242622
5.0,13,45.249084
6.0,10,45.25433
3.0,15,45.26179
9.0,10,45.266832
6.0,12,45.272958
9.0,10,45.278084
5.0,11,45.283546
7.0,10,45.288693
6.0,11,45.294149
7.0,10,45.29926
8.0,10,45.304344
6.0,11,45.309877
7.0,10,45.314898
7.0,11,45.320513
6.0,10,45.325548
7.0,10,45.330602
7.0,11,45.336166
5.0,11,45.341639
2.0,16,45.349548
0.0,17,45.358066
8.0,10,45.36312
5.0,11,45.368569
9.0,10,45.373569
5.0,12,45.379675
6.0,11,45.385163
8.0,10,45.390195
3.0,13,45.396642
5.0,12,45.402681
3.0,13,45.409141
9.0,10,45.414229
7.0,12,45.420193
8.0,11,45.425742
7.0,10,45.430832
5.0,11,45.917736
6.0,12,45.924011
5.0,12,45.930184
5.0,10,45.935423
8.0,11,45.941192
6.0,12,45.947317
7.0,10,45.952269
2.0,16,45.960337
9.0,10,45.965496
5.0,12,45.971518
6.0,11,45.97703
8.0,10,45.982059
4.0,14,45.989091
4.0,12,45.995069
6.0,11,46.000754
2.0,13,46.007217
8.0,10,46.0122
4.0,14,46.019046
6.0,11,46.024565
7.0,11,46.030111
4.0,12,46.036052
9.0,10,46.041149
7.0,10,46.046202
8.0,10,46.051163
7.0,10,46.056209
4.0,13,46.062671
5.0,13,46.069056
4.0,13,46.075532
8.0,11,46.081014
3.0,12,46.087112
7.0,10,46.092122
-1.0,19,46.101493
5.0,13,46.107928
5.0,10,46.112967
6.0,11,46.118454
4.0,14,46.125439
4.0,11,46.131001
4.0,12,46.137034
7.0,11,46.142598
4.0,11,46.148212
7.0,12,46.154171
4.0,12,46.160201
3.0,13,46.166697
2.0,14,46.653448
8.0,10,46.658862
6.0,10,46.663976
7.0,10,46.669185
5.0,12,46.675461
5.0,11,46.681503
6.0,11,46.687234
1.0,15,46.694899
5.0,11,46.700528
6.0,11,46.706093
3.0,14,46.712954
9.0,10,46.718139
4.0,12,46.72421
8.0,10,46.72922
5.0,12,46.73527
5.0,11,46.740852
7.0,10,46.745963
7.0,10,46.751079
5.0,12,46.757197
7.0,10,46.762259
5.0,12,46.768319
1.0,15,46.775794
5.0,13,46.782266
7.0,10,46.787303
6.0,11,46.792811
7.0,10,46.797798
6.0,11,46.803316
5.0,11,46.808859
5.0,11,46.814349
5.0,11,46.819844
3.0,13,46.826309
6.0,11,46.831775
6.0,10,46.836837
4.0,12,46.842901
7.0,10,46.847872
-1.0,19,46.857183
5.0,12,46.863181
6.0,11,46.868674
7.0,11,46.874259
6.0,11,46.879652
6.0,11,46.885266
6.0,11,46.890854
2.0,15,46.898256
5.0,11,46.903767
4.0,11,46.909378
2.0,14,47.397466
8.0,10,47.402758
7.0,10,47.40788
5.0,11,47.413521
4.0,14,47.420586
4.0,14,47.427657
8.0,11,47.433187
6.0,11,47.438938
5.0,11,47.444455
6.0,13,47.451114
5.0,10,47.456187
7.0,11,47.461796
4.0,12,47.467832
6.0,10,47.472946
7.0,11,47.478569
4.0,13,47.485017
5.0,11,47.490563
9.0,10,47.495625
3.0,12,47.501716
5.0,12,47.507885
6.0,10,47.512982
5.0,13,47.519662
8.0,11,47.525194
5.0,13,47.531627
6.0,10,47.536687
7.0,12,47.542833
8.0,10,47.547829
4.0,12,47.553945
7.0,10,47.558946
7.0,10,47.56403
5.0,12,47.569953
2.0,14,47.576921
6.0,12,47.582914
7.0,10,47.587995
7.0,11,47.593491
4.0,13,47.599978
1.0,14,47.607008
5.0,11,47.612587
7.0,10,47.617649
1.0,14,47.624605
5.0,12,47.630568
7.0,10,47.635582
5.0,12,47.641651
5.0,11,47.64715
4.0,12,48.132406
4.0,13,48.139458
3.0,12,48.14561
5.0,10,48.150743
7.0,11,48.156321
6.0,12,48.162356
6.0,11,48.167998
4.0,13,48.174569
3.0,12,48.181228
10.0,10,48.186367
4.0,13,48.192988
5.0,13,48.19951
8.0,10,48.204561
5.0,11,48.210057
5.0,12,48.216188
4.0,12,48.222133
8.0,10,48.227195
7.0,11,48.232802
2.0,16,48.240649
5.0,10,48.245745
6.0,11,48.251263
5.0,13,48.25781
6.0,10,48.26278
4.0,12,48.268804
8.0,10,48.273844
5.0,11,48.279303
3.0,12,48.285359
6.0,11,48.290811
7.0,11,48.296338
5.0,13,48.302791
5.0,11,48.308234
4.0,12,48.314232
9.0,10,48.319301
7.0,11,48.324801
8.0,10,48.329854
4.0,14,48.336863
5.0,12,48.342724
2.0,14,48.349639
7.0,10,48.354647
4.0,11,48.36008
7.0,10,48.365086
5.0,12,48.371152
8.0,10,48.376129
5.0,12,48.382173
6.0,10,48.387203
6.0,11,48.871571
6.0,11,48.877431
7.0,10,48.882578
6.0,11,48.888246
7.0,10,48.893453
7.0,10,48.898571
6.0,12,48.904564
6.0,11,48.910122
6.0,11,48.915733
8.0,10,48.920847
5.0,11,48.926362
4.0,13,48.933088
6.0,11,48.938998
5.0,11,48.944522
4.0,12,48.95059
8.0,10,48.955545
2.0,16,48.963516
6.0,11,48.96907
7.0,11,48.974559
5.0,12,48.980556
4.0,13,48.987093
7.0,10,48.99216
4.0,12,48.998145
6.0,12,49.004206
7.0,11,49.009691
7.0,11,49.015125
7.0,10,49.020233
4.0,13,49.026609
8.0,10,49.031732
9.0,10,49.036735
6.0,12,49.042846
7.0,10,49.047874
4.0,12,49.053976
7.0,11,49.059534
7.0,11,49.065037
4.0,11,49.070635
5.0,11,49.076186
5.0,11,49.081674
3.0,12,49.087705
5.0,12,49.093751
7.0,10,49.098769
9.0,10,49.103798
1.0,16,49.111732
3.0,13,49.11817
5.0,11,49.123771
8.0,10,49.610071
7.0,11,49.615914
6.0,11,49.62159
6.0,11,49.627241
5.0,12,49.633298
3.0,14,49.640271
8.0,10,49.645397
2.0,16,49.653411
9.0,10,49.658346
5.0,11,49.663922
6.0,12,49.669976
6.0,10,49.675105
7.0,10,49.680349
6.0,13,49.686947
8.0,10,49.692189
6.0,11,49.697745
7.0,10,49.70279
6.0,11,49.708324
6.0,11,49.713825
4.0,13,49.720224
6.0,12,49.726254
7.0,10,49.731372
1.0,15,49.738805
5.0,11,49.744376
5.0,12,49.750353
8.0,10,49.75543
-2.0,19,49.764663
6.0,12,49.770688
6.0,12,49.776647
2.0,14,49.783456
8.0,10,49.788551
6.0,10,49.793557
5.0,11,49.799147
2.0,13,49.805701
1.0,15,49.813042
3.0,14,49.819854
6.0,12,49.825808
6.0,12,49.831827
5.0,11,49.8373
7.0,10,49.842327
8.0,10,49.847402
4.0,13,49.853888
7.0,11,49.859485
7.0,11,50.346457
4.0,13,50.353455
5.0,12,50.359625
8.0,10,50.364699
8.0,10,50.369872
5.0,12,50.376027
5.0,12,50.382048
6.0,11,50.387632
3.0,14,50.394635
6.0,13,50.401163
7.0,10,50.406216
6.0,11,50.411819
3.0,12,50.417943
8.0,10,50.423046
7.0,10,50.428212
1.0,14,50.43528
7.0,10,50.440509
7.0,11,50.446109
2.0,13,50.4526
6.0,12,50.458726
7.0,11,50.464279
2.0,13,50.470849
7.0,11,50.476359
8.0,10,50.481466
6.0,13,50.487948
5.0,11,50.493443
9.0,10,50.498512
7.0,10,50.503584
5.0,10,50.508584
4.0,14,50.51557
4.0,11,50.521114
5.0,11,50.526646
4.0,11,50.532233
7.0,11,50.537803
5.0,11,50.543295
5.0,13,50.549743
4.0,13,50.556171
3.0,13,50.562713
6.0,13,50.569313
7.0,11,50.574927
6.0,12,50.580943
5.0,14,50.587991
6.0,10,50.593089
4.0,13,50.599597
-2.0,18,51.089883
-2.0,19,51.099645
5.0,12,51.105846
9.0,10,51.110959
6.0,10,51.116169
4.0,13,51.122763
6.0,11,51.128369
7.0,10,51.133394
7.0,10,51.138469
5.0,12,51.144612
7.0,11,51.150182
3.0,14,51.157213
7.0,10,51.162285
5.0,12,51.168292
6.0,11,51.17387
7.0,10,51.179298
7.0,11,51.185108
2.0,14,51.192148
7.0,11,51.197749
7.0,10,51.202892
8.0,11,51.208395
3.0,12,51.214456
5.0,11,51.219974
7.0,10,51.224971
7.0,10,51.230013
5.0,11,51.235618
5.0,10,51.240684
7.0,11,51.246222
7.0,11,51.251796
5.0,12,51.257842
4.0,13,51.26427
9.0,10,51.269347
6.0,11,51.274901
9.0,10,51.279992
5.0,12,51.286039
8.0,10,51.291009
9.0,11,51.296492
7.0,11,51.302059
8.0,10,51.307031
5.0,13,51.313569
6.0,11,51.319112
8.0,10,51.324164
4.0,11,51.329796
5.0,10,51.334842
5.0,13,51.341384
6.0,12,51.831234
5.0,11,51.837069
7.0,10,51.842258
5.0,12,51.848318
4.0,11,51.854032
6.0,11,51.859569
6.0,10,51.864665
6.0,10,51.869825
6.0,10,51.874879
5.0,13,51.881368
8.0,10,51.88641
8.0,11,51.89198
7.0,10,51.89708
7.0,10,51.902085
6.0,11,51.9077
5.0,11,51.913337
5.0,12,51.919387
8.0,10,51.924454
9.0,10,51.929541
6.0,12,51.935886
3.0,16,51.944043
0.0,15,51.951596
5.0,11,51.957213
7.0,11,51.962807
7.0,10,51.967817
6.0,12,51.973801
5.0,12,51.979806
5.0,14,51.986779
3.0,15,51.994109
4.0,14,52.001205
5.0,12,52.007244
6.0,10,52.012296
2.0,15,52.019781
6.0,10,52.024766
9.0,10,52.02986
6.0,12,52.035952
8.0,10,52.040979
7.0,10,52.046061
3.0,13,52.052458
5.0,13,52.058954
5.0,12,52.065005
7.0,12,52.070972
5.0,13,52.077463
7.0,10,52.082558
6.0,10,52.087546
5.0,11,52.574824
2.0,16,52.583122
5.0,12,52.589343
6.0,12,52.59545
8.0,10,52.600548
3.0,14,52.607741
7.0,11,52.613396
7.0,10,52.618524
7.0,11,52.624112
7.0,10,52.629215
6.0,10,52.634311
4.0,13,52.64073
7.0,11,52.646315
5.0,12,52.652208
6.0,11,52.657835
4.0,11,52.663381
5.0,12,52.669331
6.0,11,52.674873
2.0,14,52.682171
2.0,15,52.68972
8.0,10,52.69477
7.0,10,52.699808
-1.0,17,52.708081
7.0,12,52.714057
1.0,15,52.721546
3.0,13,52.728052
5.0,11,52.733444
7.0,10,52.738533
7.0,10,52.743596
6.0,11,52.749225
7.0,10,52.75419
8.0,10,52.759249
6.0,11,52.764759
3.0,14,52.77169
6.0,11,52.777173
5.0,12,52.783117
4.0,12,52.789152
8.0,10,52.794202
6.0,11,52.799795
2.0,14,52.806676
-2.0,17,52.815048
8.0,10,52.820124
8.0,10,52.825101
3.0,12,53.310636
2.0,13,53.317368
2.0,14,53.324552
2.0,15,53.332115
6.0,11,53.33764
7.0,10,53.342718
7.0,11,53.34831
2.0,13,53.35486
7.0,11,53.360407
1.0,16,53.368361
4.0,13,53.374912
6.0,11,53.380429
6.0,10,53.38539
2.0,15,53.392869
7.0,10,53.397944
7.0,10,53.402956
7.0,10,53.407985
3.0,14,53.415001
7.0,10,53.419976
5.0,13,53.426432
4.0,13,53.432885
6.0,12,53.439061
5.0,11,53.444572
9.0,10,53.449664
6.0,10,53.454783
9.0,10,53.459903
5.0,13,53.466338
2.0,14,53.473338
7.0,10,53.478326
0.0,16,53.4863
7.0,10,53.491334
6.0,13,53.497961
8.0,10,53.503072
4.0,13,53.509553
7.0,11,53.515083
5.0,12,53.521083
6.0,11,53.526581
4.0,12,53.532525
6.0,11,53.538063
6.0,10,53.543109
8.0,10,53.548108
7.0,10,53.55321
6.0,10,53.55823
2.0,15,54.049744
3.0,13,54.056691
4.0,12,54.062768
8.0,10,54.067935
3.0,13,54.074544
4.0,12,54.080705
8.0,10,54.085804
7.0,11,54.091382
6.0,11,54.096937
6.0,10,54.102027
6.0,12,54.10816
6.0,10,54.113202
4.0,11,54.1188
6.0,11,54.124429
4.0,13,54.130934
2.0,14,54.137935
6.0,14,54.144948
4.0,12,54.150999
8.0,10,54.156127
2.0,14,54.163189
2.0,15,54.170673
5.0,12,54.177169
2.0,14,54.184368
9.0,10,54.189626
5.0,12,54.195572
8.0,10,54.200675
4.0,13,54.207296
7.0,10,54.212345
6.0,10,54.21744
7.0,10,54.222675
7.0,10,54.227711
6.0,11,54.233326
9.0,10,54.238331
6.0,12,54.244442
6.0,10,54.249558
7.0,10,54.254691
3.0,14,54.261629
3.0,15,54.269072
4.0,13,54.275575
5.0,13,54.281957
8.0,10,54.287008
7.0,11,54.292613
2.0,15,54.300008
2.0,14,54.30696
6.0,11,54.793898
1.0,17,54.802674
6.0,12,54.811149
6.0,11,54.816707
7.0,11,54.822469
6.0,10,54.827586
2.0,15,54.835147
2.0,14,54.842207
8.0,10,54.847331
7.0,10,54.852541
8.0,10,54.857745
3.0,13,54.86439
7.0,11,54.869978
6.0,12,54.876057
6.0,11,54.881696
6.0,11,54.887228
6.0,12,54.89337
6.0,11,54.898837
4.0,12,54.904978
8.0,11,54.910438
7.0,10,54.915532
8.0,11,54.92108
3.0,15,54.92854
7.0,12,54.934481
6.0,12,54.94079
8.0,11,54.946423
8.0,11,54.951967
8.0,10,54.957079
8.0,10,54.962288
8.0,10,54.967321
6.0,11,54.972851
6.0,12,54.978802
3.0,14,54.985924
6.0,11,54.991303
8.0,10,54.996339
5.0,11,55.001919
3.0,13,55.008462
5.0,12,55.014422
5.0,11,55.020042
8.0,10,55.025208
3.0,15,55.032646
5.0,12,55.038759
6.0,11,55.044286
5.0,11,55.049676
5.0,11,55.536076
7.0,11,55.542
4.0,13,55.548637
5.0,11,55.554196
6.0,11,55.559845
6.0,12,55.566065
7.0,12,55.571996
3.0,11,55.577639
7.0,11,55.583283
7.0,10,55.588541
6.0,12,55.594606
4.0,13,55.60096
7.0,12,55.606975
6.0,10,55.612073
4.0,12,55.618018
4.0,12,55.624153
4.0,14,55.631183
5.0,11,55.63669
3.0,14,55.64382
6.0,11,55.649389
6.0,10,55.654387
0.0,14,55.661547
5.0,13,55.668047
2.0,14,55.675088
2.0,13,55.681843
6.0,12,55.68796
7.0,10,55.693143
6.0,12,55.699308
7.0,10,55.704451
8.0,11,55.710019
7.0,10,55.715141
6.0,10,55.720277
8.0,10,55.725461
6.0,11,55.731057
8.0,11,55.736555
3.0,14,55.743646
8.0,11,55.749162
1.0,14,55.756206
5.0,11,55.761695
4.0,14,55.768605
5.0,12,55.77451
5.0,10,55.779548
6.0,10,55.784529
7.0,10,55.789436
7.0,10,56.278299
6.0,11,56.284223
3.0,14,56.291385
6.0,12,56.297484
6.0,13,56.304059
6.0,10,56.309156
4.0,12,56.315267
6.0,10,56.32037
6.0,11,56.325883
5.0,10,56.331024
4.0,13,56.337578
5.0,11,56.343097
4.0,13,56.350212
7.0,11,56.355967
4.0,13,56.362499
0.0,17,56.370927
4.0,13,56.377464
7.0,10,56.382448
4.0,11,56.38797
6.0,11,56.393529
4.0,12,56.399541
7.0,11,56.405
6.0,11,56.410525
6.0,12,56.416705
4.0,14,56.424401
7.0,11,56.430223
6.0,10,56.435707
8.0,11,56.441471
7.0,10,56.446505
7.0,11,56.45216
7.0,10,56.45729
5.0,12,56.463257
7.0,10,56.468648
6.0,11,56.47437
5.0,12,56.480413
5.0,11,56.485864
6.0,12,56.491896
1.0,15,56.499486
4.0,11,56.505
6.0,11,56.510581
5.0,11,56.516099
7.0,10,56.521156
7.0,11,56.52671
7.0,10,56.531688
4.0,12,57.019192
4.0,12,57.025745
6.0,10,57.030949
5.0,11,57.036606
7.0,11,57.042235
6.0,10,57.047326
5.0,11,57.053016
-5.0,22,57.063758
6.0,10,57.068793
5.0,11,57.074351
8.0,11,57.079832
7.0,11,57.085464
6.0,12,57.091502
5.0,11,57.097062
6.0,11,57.102468
6.0,10,57.107692
9.0,10,57.112855
0.0,15,57.120461
5.0,13,57.126853
7.0,12,57.132994
1.0,16,57.140921
5.0,10,57.145873
5.0,13,57.152374
5.0,11,57.157842
3.0,14,57.164739
5.0,10,57.169733
7.0,10,57.174834
4.0,12,57.181313
6.0,11,57.186918
6.0,11,57.192632
7.0,10,57.197617
5.0,11,57.203205
6.0,11,57.208626
7.0,10,57.213727
6.0,10,57.218868
6.0,11,57.224382
4.0,12,57.230395
5.0,11,57.236065
4.0,12,57.242085
4.0,15,57.249717
8.0,10,57.254682
5.0,11,57.26015
8.0,11,57.265651
7.0,11,57.271217
8.0,10,57.276331
3.0,13,57.761548
2.0,13,57.768546
5.0,12,57.774847
5.0,11,57.780546
6.0,11,57.786078
6.0,11,57.791681
-1.0,17,57.800247
7.0,11,57.805845
7.0,11,57.811398
7.0,10,57.816451
8.0,11,57.822088
4.0,13,57.828559
1.0,16,57.83652
3.0,13,57.843075
6.0,11,57.848595
9.0,10,57.853683
6.0,10,57.858786
4.0,10,57.864108
7.0,10,57.869238
6.0,11,57.874782
7.0,11,57.880355
7.0,10,57.885446
0.0,17,57.893807
6.0,10,57.898898
5.0,12,57.904762
8.0,11,57.9102
3.0,14,57.917188
7.0,10,57.922297
3.0,14,57.929192
4.0,11,57.934831
9.0,10,57.939987
6.0,10,57.945019
6.0,12,57.951117
4.0,12,57.957243
7.0,10,57.962215
9.0,10,57.967298
4.0,12,57.973262
6.0,11,57.978859
5.0,11,57.984448
6.0,11,57.990008
7.0,10,57.995
5.0,12,58.001017
6.0,10,58.006053
2.0,14,58.013057
6.0,11,58.501755
5.0,12,58.508011
5.0,14,58.515211
3.0,13,58.521826
4.0,13,58.528375
7.0,10,58.533388
7.0,11,58.539037
7.0,10,58.544226
4.0,13,58.550851
6.0,11,58.556392
2.0,14,58.563452
9.0,10,58.568553
7.0,10,58.573675
4.0,12,58.579696
6.0,13,58.586341
2.0,15,58.593854
9.0,10,58.598907
4.0,14,58.60578
8.0,10,58.610845
1.0,15,58.618287
5.0,14,58.62532
5.0,10,58.630457
5.0,10,58.635654
1.0,15,58.643136
2.0,13,58.649618
4.0,12,58.655568
5.0,13,58.662245
7.0,10,58.667332
5.0,12,58.673363
6.0,10,58.678894
7.0,10,58.68404
2.0,15,58.691838
3.0,13,58.698373
9.0,10,58.703461
5.0,10,58.708633
3.0,12,58.714692
6.0,11,58.720245
7.0,11,58.725878
4.0,13,58.732446
6.0,11,58.737947
6.0,13,58.744521
5.0,12,58.750536
6.0,10,58.755744
4.0,12,59.241958
6.0,11,59.247802
7.0,10,59.252882
7.0,10,59.258113
4.0,13,59.264753
5.0,11,59.270307
5.0,11,59.275885
3.0,13,59.282452
5.0,12,59.288527
8.0,10,59.293635
5.0,12,59.299652
5.0,12,59.305594
6.0,10,59.310604
7.0,11,59.316264
7.0,10,59.321318
7.0,11,59.326823
4.0,12,59.332824
7.0,10,59.337857
4.0,11,59.343431
7.0,10,59.348529
8.0,10,59.353583
4.0,12,59.359574
8.0,11,59.365053
5.0,10,59.370375
3.0,14,59.377533
8.0,10,59.382673
6.0,12,59.388732
4.0,13,59.395165
5.0,12,59.40125
7.0,11,59.406759
6.0,12,59.412787
8.0,11,59.418391
3.0,14,59.425339
5.0,12,59.431492
4.0,11,59.437296
6.0,10,59.442569
6.0,11,59.448206
6.0,12,59.454209
5.0,12,59.460369
5.0,13,59.466871
6.0,11,59.472379
6.0,11,59.478015
3.0,13,59.484488
4.0,12,59.490532
6.0,12,59.49656
7.0,10,59.986661
4.0,10,59.992001
6.0,10,59.997211
8.0,10,60.002473
5.0,12,60.008632
3.0,14,60.015791
5.0,11,60.02132
7.0,10,60.026359
6.0,10,60.031543
6.0,11,60.037054
3.0,12,60.043108
6.0,11,60.04878
1.0,16,60.056888
6.0,12,60.062954
3.0,12,60.068947
5.0,11,60.074602
8.0,10,60.079701
3.0,14,60.086688
4.0,12,60.092698
6.0,11,60.09811
5.0,14,60.105071
6.0,11,60.110561
3.0,12,60.116509
0.0,17,60.124933
6.0,10,60.130178
5.0,12,60.136202
-2.0,19,60.145522
4.0,12,60.151654
8.0,10,60.156808
0.0,16,60.164697
0.0,16,60.172749
2.0,14,60.180183
7.0,10,60.185395
6.0,11,60.191112
7.0,10,60.196322
6.0,11,60.201841
7.0,12,60.207897
6.0,11,60.21355
7.0,10,60.21863
0.0,16,60.226516
5.0,13,60.232948
5.0,11,60.238561
4.0,14,60.724096
6.0,11,60.730057
5.0,12,60.736298
2.0,13,60.742941
6.0,11,60.748542
8.0,12,60.754596
-1.0,17,60.763166
5.0,12,60.769235
8.0,10,60.774276
6.0,11,60.779972
4.0,13,60.786529
8.0,10,60.791655
7.0,11,60.797313
7.0,10,60.802511
3.0,13,60.809035
7.0,11,60.814551
1.0,16,60.822507
4.0,12,60.828585
-1.0,16,60.836486
6.0,10,60.841581
7.0,11,60.847092
4.0,12,60.853046
3.0,14,60.859949
6.0,11,60.865464
4.0,13,60.871825
5.0,12,60.877983
7.0,10,60.882971
3.0,12,60.889053
6.0,11,60.8945
5.0,13,60.900906
9.0,10,60.905968
2.0,14,60.913028
6.0,11,60.918606
4.0,14,60.925623
6.0,10,60.930614
5.0,11,60.936367
3.0,13,60.942879
4.0,13,60.949447
5.0,12,60.955503
6.0,10,60.960626
7.0,10,60.96564
6.0,12,60.971795
5.0,10,60.976902
6.0,11,61.460456
8.0,10,61.465916
6.0,10,61.471114
7.0,11,61.476746
7.0,10,61.481888
2.0,15,61.48924
6.0,10,61.494294
6.0,11,61.499986
4.0,13,61.506437
6.0,11,61.51206
6.0,11,61.517643
6.0,11,61.523193
5.0,11,61.528727
6.0,12,61.53474
5.0,13,61.541259
7.0,11,61.546831
5.0,12,61.552861
6.0,12,61.558793
3.0,13,61.565236
7.0,10,61.570337
8.0,10,61.575293
7.0,10,61.58042
5.0,13,61.586986
4.0,12,61.592945
4.0,14,61.599823
5.0,10,61.604856
3.0,14,61.611712
7.0,11,61.617194
6.0,10,61.622303
5.0,12,61.628357
4.0,12,61.634387
6.0,10,61.639392
6.0,11,61.645003
4.0,12,61.650962
8.0,10,61.656027
8.0,10,61.661077
8.0,10,61.666203
7.0,11,61.671623
6.0,11,61.677452
8.0,10,61.682694
7.0,10,61.687752
6.0,11,61.693275
7.0,10,61.698377
7.0,11,61.703981
5.0,11,61.709478
3.0,14,61.716455
5.0,11,62.20128
5.0,11,62.207166
5.0,10,62.212276
4.0,14,62.219456
6.0,12,62.225558
8.0,11,62.231132
6.0,13,62.237789
7.0,10,62.243018
5.0,11,62.248591
1.0,16,62.256565
8.0,10,62.261671
5.0,11,62.26723
5.0,12,62.273176
6.0,11,62.278742
1.0,15,62.28624
4.0,12,62.292269
3.0,14,62.299221
2.0,14,62.306301
-1.0,17,62.31475
5.0,12,62.32068
7.0,10,62.325699
8.0,10,62.330803
5.0,12,62.336813
4.0,14,62.343859
6.0,12,62.35002
2.0,16,62.357955
4.0,13,62.364427
5.0,11,62.369901
8.0,11,62.375376
7.0,10,62.38036
4.0,12,62.386335
6.0,11,62.391965
5.0,13,62.398439
5.0,11,62.403994
5.0,11,62.409548
4.0,12,62.41567
6.0,11,62.421314
5.0,13,62.427736
8.0,10,62.432807
7.0,12,62.439041
5.0,12,62.445133
2.0,13,62.451758
6.0,12,62.940937
6.0,10,62.946372
7.0,10,62.951633
7.0,10,62.956793
6.0,10,62.961956
6.0,11,62.967699
8.0,10,62.972838
5.0,11,62.97851
6.0,12,62.984753
7.0,12,62.990833
4.0,13,62.997404
1.0,14,63.004509
7.0,11,63.009978
6.0,11,63.015692
7.0,10,63.020709
0.0,17,63.029228
7.0,11,63.03475
8.0,10,63.039825
7.0,11,63.04534
4.0,12,63.051374
7.0,11,63.056905
6.0,11,63.062427
2.0,15,63.069786
6.0,10,63.074815
3.0,14,63.08183
5.0,12,63.087887
9.0,11,63.093435
7.0,10,63.098405
6.0,11,63.104068
6.0,12,63.110041
6.0,11,63.115583
4.0,11,63.121071
6.0,11,63.126651
7.0,10,63.131738
7.0,11,63.137191
5.0,11,63.142769
7.0,10,63.147787
7.0,11,63.15332
8.0,11,63.158877
6.0,11,63.164414
2.0,15,63.171811
7.0,10,63.177248
7.0,11,63.182954
8.0,10,63.18812
4.0,12,63.194171
7.0,11,63.679977
5.0,12,63.686225
6.0,10,63.691548
6.0,11,63.697001
8.0,10,63.701997
5.0,13,63.708449
7.0,11,63.713937
5.0,12,63.719841
7.0,10,63.724788
4.0,12,63.730632
8.0,10,63.735549
4.0,13,63.741922
5.0,13,63.748387
6.0,12,63.754257
6.0,12,63.760191
5.0,12,63.766068
6.0,11,63.771498
6.0,10,63.776507
3.0,15,63.783738
6.0,12,63.789711
4.0,11,63.795151
7.0,10,63.800069
6.0,11,63.805479
4.0,12,63.81141
8.0,11,63.816996
1.0,16,63.82474
8.0,10,63.829659
8.0,10,63.83454
6.0,12,63.84033
7.0,11,63.845718
8.0,10,63.850637
7.0,10,63.855572
0.0,17,63.863693
3.0,11,63.869089
8.0,10,63.874011
8.0,10,63.878926
7.0,10,63.883838
