#{"t_start": 1737965427.0361888, "env_id": "None"}
r,l,t
7.0,10,21.694545
8.0,10,21.69958
2.0,16,21.707409
5.0,11,21.712885
4.0,12,21.718776
5.0,12,21.724761
6.0,10,21.729714
4.0,12,21.73561
5.0,11,21.740973
5.0,11,21.74644
5.0,13,21.752711
3.0,13,21.759065
9.0,10,21.763977
3.0,15,21.771403
7.0,10,21.776355
6.0,12,21.782284
8.0,10,21.787202
5.0,12,21.793061
1.0,16,21.800776
3.0,13,21.80713
7.0,11,21.8125
3.0,11,21.817883
3.0,13,21.82419
6.0,10,21.829038
6.0,10,21.833898
8.0,10,21.838804
5.0,10,21.843939
6.0,12,21.849958
7.0,12,21.855833
6.0,11,22.342801
5.0,11,22.34893
5.0,12,22.355174
4.0,12,22.361247
5.0,11,22.366776
3.0,14,22.373721
7.0,12,22.379702
4.0,12,22.385606
1.0,17,22.393965
7.0,10,22.399052
5.0,12,22.405025
7.0,10,22.409996
8.0,11,22.41545
6.0,10,22.420449
3.0,15,22.427924
4.0,12,22.433851
8.0,10,22.439109
6.0,10,22.444063
5.0,12,22.450164
6.0,12,22.456082
8.0,10,22.461118
3.0,14,22.467964
8.0,10,22.472917
5.0,12,22.478835
5.0,10,22.48384
5.0,13,22.490176
5.0,11,22.495695
6.0,11,22.50117
-2.0,18,22.509803
6.0,10,22.514762
7.0,11,22.52012
6.0,11,22.525547
6.0,11,22.531107
0.0,16,22.539017
7.0,11,22.544388
6.0,11,22.549788
1.0,14,22.556619
4.0,12,22.562532
6.0,11,22.567918
5.0,11,22.573328
7.0,11,22.578718
8.0,10,22.583676
6.0,10,22.588675
4.0,11,22.594006
9.0,10,23.077882
6.0,10,23.083324
4.0,12,23.089369
7.0,10,23.094358
5.0,12,23.100304
8.0,10,23.10522
5.0,12,23.111238
6.0,11,23.116587
6.0,11,23.122044
5.0,12,23.127881
8.0,10,23.132871
6.0,12,23.138753
4.0,14,23.145825
8.0,11,23.151298
6.0,12,23.157287
7.0,10,23.162225
6.0,11,23.167612
7.0,10,23.172531
6.0,11,23.178395
4.0,13,23.184897
7.0,11,23.190375
5.0,11,23.19577
4.0,11,23.201307
6.0,11,23.20668
6.0,12,23.21246
5.0,13,23.218816
5.0,13,23.225118
6.0,11,23.230568
7.0,10,23.235483
6.0,12,23.241413
7.0,10,23.246391
8.0,11,23.251808
7.0,12,23.257746
6.0,10,23.262666
8.0,10,23.26765
3.0,13,23.273932
5.0,11,23.27939
7.0,10,23.284342
8.0,10,23.289286
6.0,12,23.295238
6.0,10,23.30022
-1.0,17,23.308532
4.0,11,23.313964
3.0,13,23.320339
3.0,13,23.326702
9.0,10,23.809673
5.0,11,23.81571
7.0,11,23.821299
6.0,10,23.826325
6.0,10,23.831335
6.0,12,23.837299
5.0,11,23.842752
3.0,14,23.849761
7.0,11,23.855251
6.0,12,23.861256
3.0,11,23.866651
5.0,11,23.87215
6.0,11,23.877591
6.0,11,23.883015
7.0,10,23.888003
3.0,14,23.894945
4.0,13,23.901243
4.0,12,23.907169
0.0,17,23.915489
6.0,12,23.92144
6.0,11,23.926907
5.0,11,23.932358
6.0,10,23.937529
7.0,10,23.942643
6.0,11,23.948101
6.0,11,23.953503
6.0,12,23.959504
6.0,11,23.964997
5.0,13,23.971409
6.0,11,23.976894
7.0,11,23.982287
5.0,10,23.987249
5.0,11,23.992677
6.0,10,23.997743
7.0,11,24.003127
8.0,11,24.008586
4.0,11,24.014019
6.0,12,24.01994
5.0,11,24.025359
8.0,11,24.030734
5.0,12,24.036593
6.0,11,24.041948
5.0,12,24.047908
3.0,12,24.053781
7.0,10,24.058626
8.0,10,24.541683
7.0,11,24.547456
3.0,14,24.554521
3.0,12,24.560538
5.0,11,24.566041
6.0,12,24.572077
9.0,10,24.577103
6.0,12,24.583081
7.0,10,24.588148
7.0,10,24.593163
2.0,14,24.600248
5.0,11,24.605694
8.0,10,24.610647
6.0,10,24.615796
6.0,10,24.6209
1.0,15,24.628419
6.0,12,24.634393
8.0,10,24.639341
7.0,10,24.644221
6.0,12,24.650104
6.0,11,24.655529
7.0,10,24.660437
7.0,10,24.665403
3.0,13,24.671749
6.0,10,24.676853
7.0,10,24.681981
7.0,10,24.687046
5.0,14,24.693935
3.0,14,24.700906
6.0,10,24.705875
4.0,14,24.712949
3.0,14,24.71982
6.0,10,24.724753
2.0,13,24.731104
8.0,10,24.736052
8.0,10,24.741007
8.0,10,24.745969
6.0,11,24.751334
6.0,11,24.756853
0.0,17,24.765116
8.0,10,24.770027
3.0,14,24.776826
6.0,12,24.782725
7.0,10,24.78788
5.0,11,24.793229
7.0,11,25.276056
7.0,11,25.281787
6.0,11,25.287478
3.0,14,25.294434
7.0,10,25.299442
3.0,14,25.30629
7.0,10,25.311203
5.0,11,25.316633
6.0,10,25.321546
8.0,10,25.326576
2.0,15,25.333925
6.0,10,25.338935
8.0,12,25.344806
4.0,13,25.351103
5.0,11,25.3565
5.0,11,25.361923
6.0,11,25.367288
6.0,11,25.372828
5.0,12,25.378857
1.0,15,25.386249
7.0,10,25.39118
8.0,10,25.396104
8.0,10,25.401074
5.0,10,25.405995
6.0,10,25.410949
8.0,10,25.415863
7.0,10,25.420837
3.0,13,25.427256
5.0,12,25.433155
7.0,10,25.438508
6.0,10,25.443527
5.0,12,25.449395
7.0,10,25.454356
5.0,11,25.459846
7.0,10,25.464799
7.0,11,25.47019
6.0,11,25.475571
8.0,10,25.480509
7.0,10,25.48549
6.0,11,25.49091
0.0,19,25.500096
4.0,12,25.506024
7.0,11,25.511466
1.0,16,25.519166
5.0,12,25.525099
6.0,11,26.012128
6.0,10,26.017362
3.0,13,26.023878
-1.0,16,26.031693
6.0,11,26.037187
4.0,11,26.042762
6.0,13,26.049189
7.0,10,26.054151
5.0,11,26.059618
6.0,11,26.065067
1.0,16,26.072861
8.0,10,26.077842
3.0,14,26.084659
8.0,11,26.090083
5.0,11,26.095547
5.0,10,26.100449
6.0,10,26.105528
7.0,11,26.111122
7.0,10,26.116194
6.0,10,26.121154
6.0,11,26.126746
5.0,12,26.132693
2.0,16,26.140442
6.0,11,26.145797
4.0,10,26.150698
6.0,11,26.156122
5.0,10,26.16111
7.0,10,26.166092
5.0,10,26.171112
6.0,11,26.17689
7.0,11,26.182487
5.0,12,26.188568
6.0,10,26.193641
4.0,12,26.199626
8.0,10,26.204644
3.0,13,26.210949
8.0,10,26.215881
5.0,12,26.221767
6.0,10,26.226739
5.0,11,26.232107
8.0,10,26.237045
3.0,12,26.242948
7.0,11,26.248346
8.0,11,26.253642
5.0,13,26.259967
8.0,10,26.743639
6.0,11,26.749314
5.0,12,26.75532
5.0,12,26.761362
5.0,11,26.76688
7.0,11,26.772291
4.0,11,26.777709
6.0,10,26.78265
6.0,11,26.788094
8.0,10,26.793012
3.0,14,26.799871
6.0,11,26.805228
7.0,10,26.810189
8.0,11,26.81557
6.0,10,26.820586
8.0,10,26.825498
5.0,12,26.83164
5.0,12,26.837571
7.0,13,26.843914
7.0,10,26.848893
4.0,11,26.854272
5.0,13,26.860566
8.0,10,26.865489
5.0,12,26.871352
6.0,11,26.876703
6.0,12,26.882529
4.0,14,26.889326
7.0,10,26.894283
5.0,13,26.900585
6.0,12,26.906462
4.0,13,26.912761
4.0,12,26.918611
-2.0,17,26.926744
8.0,11,26.932197
4.0,10,26.937478
4.0,12,26.943459
6.0,10,26.948428
4.0,11,26.953828
7.0,10,26.95893
4.0,12,26.964836
3.0,13,26.971161
6.0,12,26.976987
4.0,12,26.98288
5.0,13,26.989287
6.0,10,27.474004
4.0,14,27.481299
1.0,16,27.489603
7.0,10,27.494698
3.0,13,27.501186
7.0,11,27.506637
3.0,12,27.512706
6.0,12,27.518739
6.0,12,27.524637
5.0,11,27.530146
6.0,12,27.536049
4.0,12,27.54199
2.0,15,27.549327
6.0,10,27.554334
2.0,14,27.561097
4.0,12,27.567085
6.0,11,27.572512
7.0,11,27.577946
5.0,12,27.583839
5.0,12,27.589746
7.0,10,27.594693
8.0,11,27.600199
2.0,14,27.607009
5.0,12,27.612959
5.0,12,27.618826
6.0,12,27.624793
5.0,10,27.629836
1.0,15,27.637284
3.0,12,27.643147
5.0,11,27.648525
3.0,13,27.654922
5.0,11,27.660295
6.0,10,27.665286
5.0,12,27.671133
4.0,11,27.676888
6.0,10,27.682028
-1.0,18,27.69086
7.0,12,27.696842
8.0,10,27.70175
6.0,11,27.707153
7.0,11,27.712583
6.0,12,27.71846
3.0,13,27.724788
6.0,11,28.208867
5.0,13,28.215677
6.0,10,28.220688
3.0,14,28.227665
5.0,12,28.233533
8.0,10,28.238611
5.0,11,28.244058
8.0,10,28.249205
7.0,10,28.254239
7.0,10,28.259191
6.0,12,28.265298
2.0,16,28.273171
4.0,13,28.279595
7.0,10,28.284568
9.0,10,28.289553
1.0,15,28.29686
7.0,11,28.302317
8.0,10,28.307225
6.0,12,28.313144
4.0,12,28.319079
-4.0,21,28.329308
3.0,14,28.336083
7.0,11,28.341519
7.0,10,28.34657
3.0,12,28.352471
5.0,11,28.357884
7.0,10,28.362921
0.0,17,28.37118
6.0,10,28.376196
5.0,11,28.381701
5.0,13,28.388082
4.0,14,28.39492
5.0,11,28.400396
4.0,13,28.406792
7.0,11,28.412313
7.0,10,28.417215
5.0,12,28.42313
3.0,15,28.430426
2.0,16,28.438689
6.0,11,28.444269
8.0,10,28.449211
6.0,10,28.454284
5.0,10,28.459276
5.0,10,28.941694
2.0,14,28.948868
4.0,14,28.955959
7.0,10,28.961097
7.0,10,28.966046
4.0,12,28.972038
7.0,12,28.977896
4.0,12,28.983812
4.0,12,28.989656
2.0,16,28.997444
6.0,10,29.00246
7.0,10,29.007435
4.0,13,29.013794
6.0,10,29.018765
8.0,11,29.024158
5.0,12,29.03006
5.0,11,29.0355
5.0,13,29.041839
6.0,11,29.047299
6.0,11,29.052669
7.0,10,29.05761
7.0,10,29.062502
6.0,11,29.067896
6.0,11,29.073299
6.0,10,29.078219
6.0,10,29.083463
3.0,14,29.090402
5.0,12,29.096331
8.0,10,29.10132
7.0,10,29.106202
6.0,12,29.112074
5.0,12,29.118007
5.0,11,29.123396
4.0,13,29.129839
8.0,11,29.135314
7.0,10,29.140265
5.0,10,29.14532
7.0,10,29.150324
6.0,11,29.155671
7.0,10,29.16059
6.0,12,29.166519
4.0,12,29.172365
9.0,10,29.17769
8.0,11,29.18314
7.0,10,29.188186
4.0,12,29.671239
4.0,12,29.677993
6.0,10,29.683215
5.0,12,29.689268
6.0,12,29.695478
9.0,10,29.700581
7.0,10,29.705544
5.0,12,29.711514
5.0,13,29.717893
5.0,12,29.723846
8.0,10,29.728806
3.0,14,29.735653
7.0,10,29.740711
6.0,11,29.746086
7.0,11,29.751507
9.0,10,29.756451
7.0,11,29.761803
4.0,12,29.767711
8.0,11,29.77311
4.0,11,29.778498
6.0,11,29.783951
2.0,13,29.790274
5.0,12,29.796211
8.0,10,29.801138
5.0,11,29.806517
6.0,11,29.812149
8.0,11,29.817589
7.0,11,29.822993
5.0,11,29.828366
3.0,13,29.834728
8.0,10,29.839699
5.0,12,29.845513
7.0,10,29.850457
7.0,10,29.855396
2.0,14,29.862206
6.0,10,29.867131
7.0,10,29.872062
0.0,17,29.880324
2.0,13,29.886637
5.0,13,29.89299
-1.0,17,29.901286
6.0,10,29.906169
7.0,10,29.911132
5.0,11,29.916537
6.0,12,29.922408
5.0,11,30.407409
7.0,10,30.412703
0.0,16,30.420608
4.0,13,30.427141
4.0,13,30.433655
7.0,10,30.43891
8.0,10,30.443962
4.0,12,30.450195
6.0,10,30.455319
4.0,13,30.461949
7.0,10,30.466957
8.0,11,30.472556
4.0,13,30.478915
2.0,15,30.486314
5.0,12,30.492231
4.0,12,30.498296
7.0,10,30.503299
7.0,10,30.508289
3.0,15,30.515683
6.0,12,30.521667
-1.0,18,30.530418
7.0,10,30.535464
5.0,12,30.541357
6.0,11,30.54677
7.0,10,30.551688
4.0,12,30.557672
4.0,12,30.563541
5.0,11,30.568944
4.0,12,30.574839
6.0,10,30.57985
8.0,10,30.5848
4.0,11,30.590252
6.0,11,30.595786
6.0,11,30.601138
0.0,16,30.609054
8.0,11,30.614423
2.0,14,30.621298
4.0,12,30.627257
1.0,15,30.634608
5.0,12,30.640628
7.0,11,30.646068
1.0,15,30.653332
7.0,11,31.138951
5.0,12,31.145268
4.0,11,31.151146
1.0,16,31.159121
1.0,16,31.167172
6.0,10,31.172201
-1.0,18,31.181472
7.0,11,31.187052
3.0,12,31.193108
8.0,11,31.198716
4.0,13,31.20517
1.0,15,31.212716
6.0,10,31.217838
7.0,11,31.223327
4.0,12,31.229198
4.0,10,31.234173
3.0,14,31.241083
5.0,11,31.246467
9.0,10,31.251444
5.0,11,31.257076
5.0,11,31.262566
8.0,11,31.268069
5.0,12,31.273946
3.0,13,31.280239
9.0,10,31.285246
-1.0,16,31.292981
6.0,10,31.297879
7.0,11,31.303283
5.0,12,31.309267
6.0,10,31.314266
7.0,11,31.319686
7.0,10,31.324597
7.0,10,31.329509
7.0,11,31.335033
6.0,11,31.340445
5.0,11,31.345865
8.0,11,31.351351
6.0,10,31.356369
0.0,15,31.363698
5.0,11,31.3691
6.0,10,31.37403
7.0,10,31.378936
5.0,12,31.384837
6.0,11,31.390226
8.0,10,31.876933
7.0,11,31.882669
7.0,10,31.888014
4.0,13,31.894598
7.0,11,31.900125
7.0,12,31.906007
5.0,11,31.91151
8.0,10,31.916469
6.0,10,31.921369
7.0,11,31.926934
8.0,10,31.931867
0.0,17,31.940903
7.0,10,31.946056
5.0,12,31.952166
5.0,13,31.958652
3.0,14,31.965532
6.0,11,31.970967
9.0,10,31.976092
9.0,10,31.981192
8.0,10,31.986143
5.0,11,31.991556
7.0,10,31.996578
5.0,10,32.001713
7.0,11,32.007136
4.0,11,32.012491
4.0,12,32.018476
6.0,12,32.024436
3.0,14,32.031252
5.0,12,32.037045
6.0,11,32.042624
7.0,12,32.048616
7.0,11,32.054084
6.0,10,32.05903
-4.0,20,32.068704
6.0,11,32.074245
7.0,11,32.079664
4.0,14,32.086548
8.0,10,32.09144
6.0,10,32.096458
6.0,10,32.101397
5.0,13,32.107969
3.0,12,32.113821
4.0,14,32.120686
7.0,10,32.125777
4.0,13,32.612342
8.0,10,32.61772
7.0,10,32.622825
4.0,12,32.628827
6.0,12,32.63475
2.0,13,32.641107
1.0,15,32.648412
3.0,13,32.654794
3.0,14,32.661997
7.0,10,32.66708
8.0,10,32.67209
5.0,11,32.678002
8.0,11,32.683536
1.0,16,32.691383
5.0,11,32.696834
6.0,11,32.702271
7.0,10,32.707241
7.0,10,32.712236
2.0,13,32.718584
1.0,14,32.725388
7.0,11,32.730832
6.0,11,32.736284
-3.0,18,32.745094
4.0,12,32.751098
8.0,11,32.756539
6.0,12,32.762442
7.0,11,32.767956
5.0,13,32.774353
6.0,10,32.779266
5.0,13,32.785598
8.0,11,32.790951
6.0,11,32.796403
10.0,10,32.801367
9.0,10,32.806328
4.0,12,32.812223
7.0,10,32.817176
6.0,11,32.822618
5.0,12,32.828452
6.0,11,32.833915
8.0,11,32.839321
4.0,12,32.845133
2.0,14,32.852063
3.0,15,32.859334
2.0,15,33.346655
7.0,11,33.352631
5.0,12,33.358739
5.0,12,33.364925
6.0,11,33.370512
6.0,10,33.375549
8.0,10,33.38071
6.0,11,33.386323
5.0,10,33.391361
4.0,12,33.397432
3.0,12,33.403603
7.0,10,33.408603
7.0,10,33.413752
4.0,11,33.419266
2.0,13,33.425772
4.0,12,33.431737
3.0,14,33.438962
7.0,10,33.444187
7.0,11,33.449721
7.0,10,33.454863
9.0,10,33.459954
7.0,10,33.465005
6.0,12,33.471041
7.0,10,33.476054
7.0,11,33.481518
5.0,10,33.486618
7.0,10,33.491716
4.0,11,33.497235
8.0,10,33.502304
2.0,14,33.509203
6.0,10,33.514277
4.0,13,33.5208
8.0,10,33.525876
8.0,11,33.531395
4.0,14,33.538372
6.0,11,33.543841
4.0,12,33.54978
5.0,11,33.555301
6.0,11,33.560855
9.0,10,33.565823
2.0,13,33.572296
5.0,11,33.577761
3.0,13,33.584238
3.0,12,33.59017
7.0,10,33.595136
5.0,12,33.600996
8.0,10,34.085079
5.0,12,34.091321
8.0,10,34.0965
4.0,13,34.103109
6.0,12,34.109223
6.0,11,34.11479
7.0,11,34.120385
6.0,10,34.125537
4.0,14,34.132642
7.0,11,34.138167
6.0,11,34.143717
5.0,12,34.14978
5.0,12,34.155841
4.0,12,34.161929
6.0,11,34.167471
7.0,10,34.172566
5.0,11,34.178603
7.0,10,34.183734
4.0,12,34.189912
5.0,12,34.195998
0.0,16,34.203968
7.0,11,34.209509
7.0,10,34.214515
4.0,13,34.221034
4.0,13,34.227446
6.0,12,34.233464
5.0,10,34.238543
3.0,11,34.244165
4.0,11,34.249611
6.0,12,34.255546
4.0,12,34.261557
7.0,10,34.266577
7.0,11,34.272064
6.0,11,34.277542
6.0,11,34.28301
7.0,10,34.288036
6.0,10,34.293045
7.0,11,34.298592
7.0,10,34.303544
7.0,10,34.308606
5.0,12,34.314561
7.0,11,34.320087
8.0,10,34.325076
4.0,12,34.331045
5.0,14,34.337901
2.0,14,34.824566
6.0,11,34.830402
3.0,15,34.838089
7.0,10,34.843154
6.0,10,34.848351
5.0,12,34.854432
4.0,12,34.860438
5.0,12,34.866438
5.0,12,34.872496
4.0,15,34.880023
8.0,10,34.885091
2.0,14,34.892019
6.0,12,34.897958
1.0,18,34.906846
6.0,11,34.912457
4.0,10,34.91748
9.0,10,34.922609
3.0,13,34.929055
4.0,14,34.936096
7.0,11,34.941761
6.0,11,34.947406
6.0,11,34.952993
5.0,13,34.95948
6.0,10,34.964534
6.0,10,34.969551
7.0,10,34.974584
2.0,15,34.982126
6.0,11,34.987528
7.0,10,34.992596
7.0,11,34.998132
7.0,11,35.003695
6.0,12,35.009625
7.0,10,35.014689
7.0,10,35.019691
5.0,11,35.025239
4.0,11,35.03081
7.0,10,35.035886
5.0,13,35.042686
7.0,12,35.048624
3.0,13,35.05512
2.0,14,35.062063
6.0,10,35.067046
6.0,12,35.073067
4.0,11,35.559083
3.0,13,35.566182
8.0,10,35.571406
4.0,13,35.577928
7.0,10,35.583001
6.0,11,35.588554
4.0,12,35.594632
6.0,10,35.59972
6.0,11,35.605283
7.0,11,35.610851
7.0,10,35.615979
6.0,11,35.621632
4.0,13,35.628068
4.0,13,35.634671
7.0,11,35.640253
-1.0,16,35.648165
8.0,10,35.653273
5.0,11,35.658748
4.0,13,35.665223
7.0,12,35.671307
7.0,11,35.6771
4.0,13,35.683796
8.0,10,35.688924
5.0,12,35.695052
8.0,10,35.700169
5.0,11,35.70571
4.0,13,35.712123
5.0,12,35.718188
3.0,12,35.724175
3.0,14,35.731156
3.0,13,35.737664
7.0,10,35.742685
4.0,12,35.748723
5.0,12,35.754768
3.0,12,35.760672
3.0,13,35.767171
5.0,12,35.773144
4.0,12,35.779174
7.0,10,35.784185
4.0,13,35.790665
6.0,11,35.796255
5.0,12,35.802249
4.0,13,35.808794
4.0,13,35.815266
3.0,13,36.303681
3.0,13,36.310387
2.0,15,36.317942
5.0,11,36.323527
5.0,11,36.329089
6.0,10,36.334258
6.0,12,36.340246
7.0,10,36.345229
7.0,10,36.350342
4.0,11,36.355939
6.0,11,36.361472
7.0,11,36.366998
6.0,10,36.372059
2.0,13,36.378624
5.0,13,36.385044
6.0,10,36.390127
5.0,12,36.396223
6.0,10,36.401306
6.0,13,36.407805
6.0,11,36.413402
6.0,11,36.418853
5.0,12,36.424939
6.0,11,36.430436
7.0,10,36.435777
6.0,12,36.441985
4.0,15,36.449534
5.0,12,36.455739
7.0,10,36.460825
7.0,11,36.466356
7.0,10,36.471468
3.0,14,36.479704
3.0,14,36.486624
0.0,16,36.494554
7.0,10,36.499631
5.0,13,36.506239
7.0,10,36.511293
5.0,11,36.516843
5.0,12,36.522803
10.0,10,36.527931
7.0,11,36.533403
7.0,10,36.538433
5.0,13,36.545027
6.0,12,36.550994
4.0,12,36.556943
7.0,10,37.039419
6.0,11,37.045106
9.0,10,37.05035
3.0,13,37.056945
4.0,12,37.063087
7.0,10,37.068306
8.0,10,37.073428
2.0,16,37.081509
4.0,12,37.087596
8.0,10,37.092778
7.0,12,37.098827
4.0,12,37.104861
6.0,10,37.109944
4.0,13,37.116429
9.0,10,37.121471
6.0,11,37.127071
8.0,11,37.132755
8.0,10,37.137862
3.0,13,37.144379
1.0,16,37.152333
5.0,13,37.158706
1.0,15,37.166149
7.0,10,37.171215
7.0,10,37.176662
7.0,10,37.181864
6.0,12,37.187989
6.0,11,37.19359
5.0,12,37.199547
6.0,11,37.205144
4.0,12,37.211235
7.0,10,37.216278
7.0,10,37.221444
5.0,12,37.227432
5.0,13,37.233849
7.0,10,37.238867
6.0,11,37.2444
5.0,12,37.25045
4.0,13,37.25696
3.0,12,37.262961
3.0,14,37.269923
8.0,10,37.274998
8.0,10,37.27996
2.0,14,37.286996
5.0,11,37.292578
5.0,12,37.77909
4.0,12,37.78552
6.0,11,37.791119
2.0,14,37.798246
8.0,10,37.803385
6.0,12,37.809436
4.0,12,37.815428
5.0,11,37.821058
7.0,11,37.826598
8.0,10,37.831613
7.0,10,37.836658
2.0,13,37.843306
4.0,14,37.85034
3.0,12,37.856419
4.0,12,37.862429
4.0,12,37.868404
5.0,12,37.874517
8.0,11,37.880054
9.0,10,37.885122
6.0,11,37.890548
6.0,11,37.896144
-1.0,18,37.905023
8.0,10,37.910061
8.0,10,37.915187
8.0,10,37.920437
5.0,12,37.926578
5.0,12,37.932493
7.0,10,37.93772
4.0,14,37.944679
7.0,10,37.949883
6.0,11,37.955447
0.0,17,37.963858
3.0,14,37.970886
7.0,12,37.976891
8.0,10,37.981932
6.0,11,37.987489
8.0,10,37.992534
8.0,10,37.997625
3.0,13,38.004218
7.0,10,38.009307
4.0,13,38.015864
7.0,11,38.021383
7.0,10,38.026471
3.0,14,38.033396
-1.0,16,38.521159
6.0,10,38.526421
4.0,14,38.533566
2.0,14,38.540693
6.0,11,38.546278
7.0,10,38.551421
6.0,10,38.5565
6.0,11,38.562005
6.0,11,38.567477
8.0,10,38.572605
7.0,12,38.578737
4.0,12,38.584701
8.0,10,38.589805
6.0,10,38.594872
5.0,12,38.600805
5.0,12,38.606793
7.0,10,38.612167
5.0,12,38.618347
8.0,10,38.623389
2.0,16,38.631435
7.0,11,38.636943
8.0,10,38.642274
6.0,10,38.647453
9.0,10,38.65256
7.0,10,38.657604
6.0,11,38.663203
5.0,12,38.669237
5.0,13,38.675689
4.0,13,38.682496
5.0,10,38.687558
4.0,12,38.693755
6.0,12,38.699746
5.0,12,38.705801
6.0,12,38.711858
2.0,14,38.718808
5.0,12,38.72481
6.0,10,38.729898
4.0,13,38.736369
5.0,10,38.741474
7.0,10,38.746493
7.0,10,38.751565
8.0,10,38.756631
6.0,11,38.762143
7.0,11,38.767661
7.0,10,38.772608
7.0,11,39.26124
7.0,11,39.267076
7.0,10,39.272261
8.0,10,39.277312
5.0,13,39.283849
3.0,13,39.29041
2.0,13,39.29691
6.0,10,39.301916
5.0,11,39.307511
6.0,11,39.313006
7.0,10,39.318078
4.0,15,39.325452
7.0,10,39.330434
7.0,11,39.335874
7.0,11,39.341434
5.0,12,39.347577
4.0,13,39.354034
4.0,13,39.360586
8.0,11,39.366226
5.0,12,39.372336
5.0,11,39.377853
5.0,11,39.383448
3.0,12,39.389496
5.0,11,39.394959
7.0,10,39.400013
5.0,11,39.40552
6.0,11,39.410997
6.0,11,39.416559
9.0,10,39.421593
8.0,11,39.427046
5.0,12,39.433049
8.0,10,39.438272
6.0,13,39.444667
7.0,10,39.449857
1.0,15,39.457372
5.0,13,39.463964
3.0,14,39.47095
5.0,12,39.476965
4.0,12,39.483041
9.0,10,39.488058
6.0,11,39.493489
5.0,11,39.499063
4.0,12,39.505021
3.0,15,39.512496
7.0,10,40.000504
7.0,10,40.005896
3.0,15,40.01357
6.0,12,40.019621
5.0,10,40.024805
2.0,16,40.032889
7.0,10,40.038022
5.0,12,40.044011
8.0,10,40.049159
8.0,10,40.05426
8.0,10,40.059338
2.0,15,40.066759
7.0,12,40.072782
5.0,10,40.07801
8.0,11,40.083585
4.0,13,40.090108
5.0,12,40.096132
6.0,10,40.101246
7.0,12,40.107208
7.0,10,40.112247
8.0,11,40.117689
2.0,14,40.124872
5.0,13,40.131509
4.0,12,40.137539
4.0,12,40.143494
6.0,11,40.149021
4.0,12,40.154999
4.0,11,40.16059
7.0,11,40.166159
7.0,10,40.171155
6.0,11,40.177068
0.0,16,40.185233
6.0,11,40.19076
7.0,11,40.196322
6.0,12,40.202451
3.0,13,40.208911
6.0,11,40.214552
5.0,13,40.221151
6.0,11,40.226686
7.0,11,40.232323
7.0,10,40.237362
7.0,10,40.24252
6.0,10,40.24757
5.0,11,40.253249
4.0,12,40.743141
6.0,10,40.748722
8.0,10,40.753915
6.0,11,40.759533
3.0,14,40.766528
4.0,11,40.772069
7.0,11,40.777602
5.0,12,40.783628
7.0,10,40.788701
7.0,10,40.793789
4.0,13,40.800234
7.0,11,40.805847
6.0,10,40.810836
5.0,12,40.816909
7.0,11,40.822369
6.0,10,40.82743
7.0,10,40.83248
6.0,11,40.837998
8.0,10,40.843043
3.0,12,40.849083
8.0,10,40.854129
3.0,15,40.861443
3.0,14,40.868442
6.0,11,40.873988
7.0,10,40.879025
4.0,11,40.884529
5.0,12,40.890559
6.0,12,40.896483
8.0,10,40.901504
6.0,11,40.907005
7.0,10,40.912091
5.0,10,40.91713
0.0,15,40.924488
5.0,13,40.931013
3.0,15,40.938575
3.0,13,40.945125
3.0,13,40.951621
6.0,12,40.957711
4.0,12,40.963897
4.0,13,40.970382
5.0,13,40.976834
6.0,11,40.982343
7.0,10,40.98733
6.0,10,40.992426
6.0,11,40.998013
4.0,11,41.485252
7.0,10,41.49055
6.0,11,41.496201
4.0,11,41.501866
9.0,10,41.506991
7.0,10,41.512026
4.0,13,41.518618
8.0,10,41.523661
6.0,12,41.529769
8.0,10,41.534931
4.0,13,41.541526
3.0,12,41.547554
5.0,11,41.553123
5.0,12,41.559176
8.0,12,41.565161
2.0,14,41.572265
6.0,11,41.577849
2.0,13,41.584484
7.0,11,41.59006
6.0,12,41.596173
5.0,12,41.60239
7.0,11,41.60799
4.0,10,41.613016
7.0,12,41.619073
4.0,14,41.626052
8.0,10,41.631116
7.0,13,41.637691
5.0,11,41.643198
7.0,11,41.648757
8.0,10,41.653734
6.0,10,41.658897
7.0,11,41.664322
7.0,10,41.669461
8.0,10,41.674445
6.0,11,41.680346
6.0,11,41.686067
6.0,12,41.692109
1.0,16,41.700093
7.0,10,41.705091
6.0,11,41.71057
4.0,12,41.7166
5.0,10,41.721672
4.0,12,41.727568
5.0,12,41.73346
4.0,13,42.217859
9.0,11,42.224013
8.0,11,42.229692
6.0,11,42.235345
5.0,11,42.241007
7.0,11,42.24654
7.0,10,42.251568
4.0,14,42.258511
6.0,11,42.264193
7.0,12,42.270289
8.0,10,42.275381
8.0,12,42.281374
2.0,13,42.287993
7.0,11,42.293544
5.0,10,42.298655
5.0,13,42.305117
4.0,12,42.311171
4.0,12,42.317205
4.0,14,42.3241
5.0,14,42.331062
0.0,15,42.338617
1.0,16,42.346516
3.0,14,42.353535
5.0,12,42.359506
7.0,10,42.364519
5.0,12,42.370534
3.0,12,42.376577
6.0,11,42.382074
6.0,10,42.387163
5.0,11,42.39268
7.0,10,42.397699
7.0,10,42.402767
3.0,14,42.409836
2.0,16,42.417793
4.0,12,42.423741
1.0,15,42.431232
6.0,10,42.436543
5.0,11,42.442128
7.0,11,42.447708
8.0,10,42.452704
8.0,10,42.457849
2.0,14,42.464796
4.0,12,42.470758
2.0,16,42.958972
8.0,11,42.964834
