#{"t_start": 1737988432.2088268, "env_id": "None"}
r,l,t
-7.0,31,1.086409
-9.0,31,1.089472
-8.0,31,1.092636
-9.0,31,1.095683
-11.0,31,1.09876
-8.0,31,1.101802
-9.0,31,1.104875
-8.0,31,1.107931
-14.0,31,1.110968
-9.0,31,1.114064
-11.0,31,1.117519
-8.0,31,1.120723
-8.0,31,1.123928
-10.0,31,1.127021
-9.0,31,1.130141
-12.0,31,1.133215
-12.0,31,1.136273
-11.0,31,1.139371
-12.0,31,1.142422
-10.0,31,1.145478
-13.0,31,1.148578
-12.0,31,1.151618
-11.0,31,1.154665
-13.0,31,1.157771
-11.0,31,1.160797
-7.0,31,1.163866
-9.0,31,1.16693
-10.0,31,1.16997
-10.0,31,1.173092
-10.0,31,1.176157
-10.0,31,1.179191
-10.0,31,1.182298
-11.0,31,1.185333
-11.0,31,1.188423
-10.0,31,1.191478
-10.0,31,1.194544
-8.0,31,1.197679
-10.0,31,1.200724
-10.0,31,1.203767
-9.0,31,1.206879
-10.0,31,1.209931
-9.0,31,1.212994
-8.0,31,1.216086
-8.0,31,1.219141
-8.0,31,1.304471
-13.0,31,1.307926
-10.0,31,1.311132
-10.0,31,1.314341
-11.0,31,1.31749
-12.0,31,1.320626
-7.0,31,1.323814
-11.0,31,1.326935
-8.0,31,1.330096
-7.0,31,1.333252
-9.0,31,1.336387
-12.0,31,1.339525
-11.0,31,1.342656
-12.0,31,1.345776
-8.0,31,1.348927
-10.0,31,1.35206
-8.0,31,1.355187
-9.0,31,1.358289
-14.0,31,1.361405
-7.0,31,1.364561
-11.0,31,1.367695
-9.0,31,1.370805
-9.0,31,1.373955
-12.0,31,1.377094
-8.0,31,1.380216
-10.0,31,1.383351
-9.0,31,1.386467
-7.0,31,1.389589
-11.0,31,1.392717
-11.0,31,1.395838
-11.0,31,1.39895
-11.0,31,1.402107
-14.0,31,1.405229
-9.0,31,1.408342
-9.0,31,1.411452
-11.0,31,1.414603
-10.0,31,1.417735
-10.0,31,1.420859
-8.0,31,1.42399
-8.0,31,1.427122
-12.0,31,1.430244
-12.0,31,1.433382
-10.0,31,1.436524
-10.0,31,1.439659
-12.0,31,1.442803
-7.0,31,1.445918
-8.0,31,1.449059
-9.0,31,1.452197
-10.0,31,1.455319
-12.0,31,1.458451
-7.0,31,1.461567
-11.0,31,1.464699
-8.0,31,1.467821
-8.0,31,1.470947
-8.0,31,1.47408
-10.0,31,1.477212
-12.0,31,1.480338
-11.0,31,1.483461
-10.0,31,1.486629
-12.0,31,1.489763
-11.0,31,1.492888
-10.0,31,1.496038
-11.0,31,1.499174
-10.0,31,1.502293
-11.0,31,1.5054
-10.0,31,1.508488
-11.0,31,1.588606
-9.0,31,1.591934
-11.0,31,1.595127
-10.0,31,1.598328
-9.0,31,1.601492
-10.0,31,1.604665
-11.0,31,1.607842
-11.0,31,1.61096
-11.0,31,1.614178
-8.0,31,1.617571
-11.0,31,1.620735
-10.0,31,1.623935
-10.0,31,1.627063
-9.0,31,1.630229
-11.0,31,1.633358
-10.0,31,1.636499
-9.0,31,1.639654
-10.0,31,1.64281
-7.0,31,1.645959
-8.0,31,1.649129
-9.0,31,1.652249
-10.0,31,1.655406
-11.0,31,1.658554
-13.0,31,1.661689
-9.0,31,1.66482
-11.0,31,1.667964
-12.0,31,1.671093
-10.0,31,1.674233
-8.0,31,1.677365
-10.0,31,1.680526
-11.0,31,1.68365
-10.0,31,1.686772
-8.0,31,1.689929
-14.0,31,1.693055
-11.0,31,1.696181
-11.0,31,1.699327
-11.0,31,1.702477
-11.0,31,1.705623
-9.0,31,1.708745
-12.0,31,1.711893
-13.0,31,1.715052
-9.0,31,1.718201
-9.0,31,1.721336
-9.0,31,1.724489
-12.0,31,1.727637
-8.0,31,1.730764
-10.0,31,1.733901
-9.0,31,1.737035
-9.0,31,1.740172
-11.0,31,1.743334
-9.0,31,1.746454
-7.0,31,1.749576
-13.0,31,1.752707
-6.0,31,1.755842
-14.0,31,1.758989
-8.0,31,1.762122
-11.0,31,1.765264
-9.0,31,1.768404
-13.0,31,1.771556
-13.0,31,1.774724
-6.0,31,1.777859
-13.0,31,1.780984
-11.0,31,1.78417
-8.0,31,1.787429
-11.0,31,1.790574
-10.0,31,1.793784
-9.0,31,1.87689
-10.0,31,1.880193
-9.0,31,1.883422
-9.0,31,1.886699
-10.0,31,1.889924
-12.0,31,1.893241
-8.0,31,1.896436
-14.0,31,1.899635
-11.0,31,1.902876
-10.0,31,1.906083
-12.0,31,1.909327
-12.0,31,1.912541
-8.0,31,1.915739
-11.0,31,1.919221
-8.0,31,1.922498
-10.0,31,1.925789
-9.0,31,1.92899
-14.0,31,1.93218
-10.0,31,1.935428
-9.0,31,1.938623
-12.0,31,1.941802
-12.0,31,1.945027
-9.0,31,1.948205
-10.0,31,1.951452
-12.0,31,1.954619
-11.0,31,1.957791
-12.0,31,1.961023
-12.0,31,1.964191
-8.0,31,1.967403
-10.0,31,1.970568
-11.0,31,1.973743
-11.0,31,1.976949
-8.0,31,1.980125
-11.0,31,1.983298
-10.0,31,1.986531
-8.0,31,1.98969
-10.0,31,1.992901
-9.0,31,1.99608
-12.0,31,1.99925
-11.0,31,2.002479
-11.0,31,2.005653
-10.0,31,2.008895
-10.0,31,2.012086
-11.0,31,2.015276
-10.0,31,2.018486
-8.0,31,2.021692
-9.0,31,2.024843
-10.0,31,2.028051
-11.0,31,2.031231
-12.0,31,2.034426
-11.0,31,2.037582
-11.0,31,2.040736
-12.0,31,2.043952
-11.0,31,2.04711
-9.0,31,2.05026
-9.0,31,2.053448
-10.0,31,2.05662
-10.0,31,2.059828
-14.0,31,2.062983
-12.0,31,2.066148
-10.0,31,2.069353
-6.0,31,2.072513
-11.0,31,2.079161
-11.0,31,2.082502
-11.0,31,2.085705
-8.0,31,2.088838
-12.0,31,2.171575
-7.0,31,2.174777
-12.0,31,2.177953
-14.0,31,2.181074
-12.0,31,2.184233
-10.0,31,2.187331
-12.0,31,2.190435
-9.0,31,2.193564
-10.0,31,2.196651
-13.0,31,2.19974
-10.0,31,2.202879
-8.0,31,2.205965
-11.0,31,2.20909
-7.0,31,2.212164
-13.0,31,2.215262
-7.0,31,2.218412
-6.0,31,2.22149
-12.0,31,2.224586
-11.0,31,2.227696
-10.0,31,2.230774
-9.0,31,2.233897
-8.0,31,2.236969
-7.0,31,2.240054
-9.0,31,2.243177
-11.0,31,2.246248
-11.0,31,2.249312
-12.0,31,2.252427
-7.0,31,2.255492
-10.0,31,2.258579
-11.0,31,2.261653
-10.0,31,2.264749
-10.0,31,2.267866
-8.0,31,2.270935
-13.0,31,2.274017
-10.0,31,2.277157
-9.0,31,2.280235
-8.0,31,2.283306
-12.0,31,2.28646
-8.0,31,2.289544
-8.0,31,2.292685
-10.0,31,2.295774
-9.0,31,2.298909
-12.0,31,2.302018
-7.0,31,2.305079
-9.0,31,2.308187
-10.0,31,2.311263
-10.0,31,2.314598
-12.0,31,2.317743
-14.0,31,2.320832
-11.0,31,2.323896
-8.0,31,2.326995
-10.0,31,2.330059
-12.0,31,2.333126
-10.0,31,2.336273
-9.0,31,2.339322
-11.0,31,2.342437
-12.0,31,2.345485
-10.0,31,2.348552
-15.0,31,2.351673
-10.0,31,2.354707
-9.0,31,2.357762
-7.0,31,2.36086
-9.0,31,2.363911
-10.0,31,2.367005
-8.0,31,2.370064
-10.0,31,2.37313
-10.0,31,2.456002
-9.0,31,2.459351
-8.0,31,2.462567
-9.0,31,2.465777
-10.0,31,2.469054
-13.0,31,2.472237
-10.0,31,2.475464
-9.0,31,2.478651
-11.0,31,2.481843
-13.0,31,2.485095
-7.0,31,2.488253
-9.0,31,2.491457
-10.0,31,2.494672
-12.0,31,2.49786
-9.0,31,2.501241
-10.0,31,2.504538
-11.0,31,2.50775
-8.0,31,2.511001
-8.0,31,2.514192
-8.0,31,2.517422
-8.0,31,2.520587
-11.0,31,2.523763
-5.0,31,2.526984
-12.0,31,2.53017
-9.0,31,2.533325
-9.0,31,2.536526
-12.0,31,2.539693
-10.0,31,2.542955
-12.0,31,2.546108
-10.0,31,2.549266
-8.0,31,2.552624
-13.0,31,2.555783
-7.0,31,2.558954
-9.0,31,2.562075
-9.0,31,2.565174
-10.0,31,2.568325
-9.0,31,2.5714
-9.0,31,2.574469
-8.0,31,2.577577
-10.0,31,2.580652
-10.0,31,2.583748
-10.0,31,2.586941
-9.0,31,2.590033
-11.0,31,2.593209
-10.0,31,2.596288
-13.0,31,2.599362
-11.0,31,2.602473
-10.0,31,2.605538
-7.0,31,2.608617
-9.0,31,2.611713
-9.0,31,2.614779
-10.0,31,2.61801
-9.0,31,2.621153
-12.0,31,2.62424
-6.0,31,2.627362
-11.0,31,2.630452
-9.0,31,2.633536
-7.0,31,2.636623
-10.0,31,2.63969
-7.0,31,2.642771
-10.0,31,2.645839
-8.0,31,2.648894
-12.0,31,2.651978
-8.0,31,2.655059
-12.0,31,2.65812
-7.0,31,2.661212
-10.0,31,2.760447
-9.0,31,2.763672
-9.0,31,2.766844
-10.0,31,2.770001
-11.0,31,2.77318
-11.0,31,2.776329
-11.0,31,2.779475
-10.0,31,2.782619
-11.0,31,2.785784
-6.0,31,2.788962
-10.0,31,2.792126
-9.0,31,2.79531
-7.0,31,2.798483
-11.0,31,2.801679
-8.0,31,2.804836
-11.0,31,2.808006
-12.0,31,2.811141
-10.0,31,2.814275
-13.0,31,2.817466
-10.0,31,2.820752
-11.0,31,2.823939
-10.0,31,2.827096
-8.0,31,2.830236
-11.0,31,2.833432
-14.0,31,2.836561
-9.0,31,2.839692
-8.0,31,2.842818
-12.0,31,2.845933
-9.0,31,2.849103
-8.0,31,2.85223
-10.0,31,2.855359
-10.0,31,2.858538
-12.0,31,2.861656
-8.0,31,2.864776
-9.0,31,2.867975
-10.0,31,2.871158
-12.0,31,2.874365
-8.0,31,2.877493
-8.0,31,2.880659
-10.0,31,2.883862
-10.0,31,2.886984
-9.0,31,2.890197
-10.0,31,2.893831
-10.0,31,2.897156
-11.0,31,2.900843
-9.0,31,2.904072
-10.0,31,2.907432
-8.0,31,2.910636
-8.0,31,2.913927
-9.0,31,2.917391
-10.0,31,2.920521
-10.0,31,2.923755
-8.0,31,2.927205
-13.0,31,2.930426
-8.0,31,2.933681
-11.0,31,2.936934
-8.0,31,2.940076
-8.0,31,2.943374
-10.0,31,2.946519
-11.0,31,2.949706
-8.0,31,2.952828
-11.0,31,2.955976
-9.0,31,2.959336
-8.0,31,2.962653
-7.0,31,2.96601
-9.0,31,2.969312
-7.0,31,3.053712
-8.0,31,3.056916
-8.0,31,3.060102
-6.0,31,3.063207
-10.0,31,3.066332
-8.0,31,3.069489
-7.0,31,3.072609
-8.0,31,3.075743
-10.0,31,3.078878
-9.0,31,3.081968
-7.0,31,3.085144
-12.0,31,3.088263
-11.0,31,3.091381
-12.0,31,3.09482
-10.0,31,3.097992
-9.0,31,3.101187
-10.0,31,3.104365
-9.0,31,3.107458
-5.0,31,3.110669
-11.0,31,3.113756
-11.0,31,3.116852
-9.0,31,3.120333
-8.0,31,3.123533
-11.0,31,3.126952
-9.0,31,3.130294
-10.0,31,3.133601
-9.0,31,3.136882
-10.0,31,3.140118
-9.0,31,3.143401
-7.0,31,3.146519
-9.0,31,3.149634
-9.0,31,3.152772
-8.0,31,3.155851
-10.0,31,3.158965
-9.0,31,3.162044
-10.0,31,3.16513
-13.0,31,3.16828
-8.0,31,3.171353
-9.0,31,3.174438
-9.0,31,3.177572
-10.0,31,3.180652
-9.0,31,3.183753
-10.0,31,3.186826
-12.0,31,3.189893
-11.0,31,3.192991
-10.0,31,3.19606
-10.0,31,3.199133
-6.0,31,3.202264
-9.0,31,3.205311
-8.0,31,3.208423
-9.0,31,3.211501
-10.0,31,3.214568
-7.0,31,3.217655
-12.0,31,3.220737
-8.0,31,3.223814
-11.0,31,3.226908
-7.0,31,3.229971
-6.0,31,3.233022
-10.0,31,3.236097
-6.0,31,3.239175
-7.0,31,3.242296
-9.0,31,3.245356
-11.0,31,3.248408
-6.0,31,3.251487
-8.0,31,3.254537
-8.0,31,3.257632
-12.0,31,3.344288
-12.0,31,3.347651
-10.0,31,3.3511
-7.0,31,3.354288
-8.0,31,3.357448
-10.0,31,3.360892
-11.0,31,3.364115
-9.0,31,3.367387
-9.0,31,3.37053
-8.0,31,3.373704
-10.0,31,3.377079
-11.0,31,3.380242
-8.0,31,3.383504
-10.0,31,3.386677
-9.0,31,3.389849
-8.0,31,3.393104
-10.0,31,3.396215
-7.0,31,3.399376
-8.0,31,3.402808
-10.0,31,3.406004
-8.0,31,3.40919
-8.0,31,3.412318
-9.0,31,3.415447
-10.0,31,3.418938
-9.0,31,3.422298
-7.0,31,3.42565
-7.0,31,3.428795
-7.0,31,3.431956
-7.0,31,3.435232
-8.0,31,3.438439
-7.0,31,3.441558
-11.0,31,3.444947
-8.0,31,3.448231
-9.0,31,3.451631
-13.0,31,3.45507
-9.0,31,3.458344
-6.0,31,3.461693
-11.0,31,3.464996
-11.0,31,3.468304
-7.0,31,3.471675
-9.0,31,3.474907
-6.0,31,3.47837
-8.0,31,3.481655
-10.0,31,3.484983
-9.0,31,3.48825
-10.0,31,3.491457
-9.0,31,3.494738
-5.0,31,3.498005
-8.0,31,3.501306
-6.0,31,3.504582
-8.0,31,3.507779
-9.0,31,3.511074
-10.0,31,3.514339
-10.0,31,3.517902
-6.0,31,3.521287
-8.0,31,3.524531
-10.0,31,3.527881
-7.0,31,3.531085
-10.0,31,3.534337
-10.0,31,3.53761
-8.0,31,3.540789
-9.0,31,3.544167
-7.0,31,3.547273
-10.0,31,3.550553
-8.0,31,3.553785
-6.0,31,3.556911
-8.0,31,3.642536
-9.0,31,3.645805
-9.0,31,3.648947
-5.0,31,3.652159
-10.0,31,3.655253
-10.0,31,3.658416
-10.0,31,3.661494
-8.0,31,3.664577
-8.0,31,3.667731
-9.0,31,3.670807
-9.0,31,3.673864
-7.0,31,3.677015
-14.0,31,3.680094
-8.0,31,3.68325
-10.0,31,3.686351
-9.0,31,3.689414
-5.0,31,3.692532
-12.0,31,3.695611
-9.0,31,3.698676
-8.0,31,3.701772
-10.0,31,3.704821
-7.0,31,3.707889
-11.0,31,3.710971
-10.0,31,3.714028
-8.0,31,3.717223
-4.0,31,3.720462
-6.0,31,3.723497
-11.0,31,3.726712
-10.0,31,3.729765
-9.0,31,3.732864
-10.0,31,3.735979
-9.0,31,3.739025
-7.0,31,3.742135
-9.0,31,3.745173
-11.0,31,3.748221
-9.0,31,3.751638
-10.0,31,3.754817
-7.0,31,3.757934
-9.0,31,3.76108
-8.0,31,3.764201
-8.0,31,3.767353
-7.0,31,3.770441
-8.0,31,3.773587
-8.0,31,3.776734
-8.0,31,3.779835
-8.0,31,3.782933
-10.0,31,3.786143
-9.0,31,3.789209
-13.0,31,3.792315
-7.0,31,3.795366
-11.0,31,3.798474
-11.0,31,3.801602
-10.0,31,3.804664
-10.0,31,3.807728
-7.0,31,3.810834
-8.0,31,3.813945
-5.0,31,3.817058
-9.0,31,3.820117
-9.0,31,3.823213
-10.0,31,3.826353
-8.0,31,3.829407
-11.0,31,3.832497
-10.0,31,3.835611
-8.0,31,3.838725
-7.0,31,3.841832
-11.0,31,3.844893
-11.0,31,3.929951
-11.0,31,3.933398
-6.0,31,3.936779
-10.0,31,3.940094
-6.0,31,3.943511
-7.0,31,3.946807
-8.0,31,3.950176
-8.0,31,3.953473
-13.0,31,3.956647
-9.0,31,3.959866
-8.0,31,3.963048
-8.0,31,3.966192
-9.0,31,3.969352
-10.0,31,3.972488
-8.0,31,3.97567
-8.0,31,3.978821
-9.0,31,3.981933
-5.0,31,3.985102
-11.0,31,3.988251
-11.0,31,3.991378
-8.0,31,3.994582
-8.0,31,3.997704
-9.0,31,4.000935
-10.0,31,4.004096
-8.0,31,4.007216
-8.0,31,4.010416
-7.0,31,4.013538
-9.0,31,4.016684
-6.0,31,4.019824
-6.0,31,4.023027
-9.0,31,4.026529
-9.0,31,4.029886
-9.0,31,4.033225
-8.0,31,4.036655
-9.0,31,4.040059
-8.0,31,4.043447
-9.0,31,4.046992
-10.0,31,4.050577
-10.0,31,4.054097
-9.0,31,4.05736
-8.0,31,4.060803
-6.0,31,4.064138
-8.0,31,4.067416
-6.0,31,4.070888
-10.0,31,4.074442
-9.0,31,4.078376
-10.0,31,4.081908
-9.0,31,4.085422
-12.0,31,4.089014
-8.0,31,4.093026
-10.0,31,4.096767
-10.0,31,4.100537
-8.0,31,4.104215
-9.0,31,4.107944
-11.0,31,4.111885
-7.0,31,4.116185
-9.0,31,4.119868
-9.0,31,4.123095
-8.0,31,4.126789
-8.0,31,4.130228
-8.0,31,4.133655
-12.0,31,4.136796
-7.0,31,4.139896
-10.0,31,4.143179
-9.0,31,4.146354
-11.0,31,4.149514
-8.0,31,4.234007
-9.0,31,4.237305
-10.0,31,4.240539
-7.0,31,4.243768
-10.0,31,4.246945
-8.0,31,4.250145
-12.0,31,4.25336
-13.0,31,4.256547
-9.0,31,4.259723
-9.0,31,4.262935
-8.0,31,4.266117
-5.0,31,4.269299
-11.0,31,4.272477
-10.0,31,4.275678
-6.0,31,4.278844
-10.0,31,4.282016
-8.0,31,4.285231
-9.0,31,4.288413
-9.0,31,4.291605
-7.0,31,4.294786
-6.0,31,4.297944
-8.0,31,4.301109
-9.0,31,4.304264
-9.0,31,4.307453
-10.0,31,4.310629
-9.0,31,4.313905
-5.0,31,4.31719
-7.0,31,4.320363
-9.0,31,4.323587
-12.0,31,4.326785
-9.0,31,4.330035
-12.0,31,4.333224
-9.0,31,4.336403
-10.0,31,4.33995
-6.0,31,4.343154
-10.0,31,4.346379
-9.0,31,4.349618
-8.0,31,4.352767
-10.0,31,4.356078
-11.0,31,4.359188
-11.0,31,4.36234
-4.0,31,4.365423
-8.0,31,4.368568
-5.0,31,4.371901
-10.0,31,4.375092
-10.0,31,4.378409
-11.0,31,4.381734
-6.0,31,4.384925
-12.0,31,4.388313
-6.0,31,4.391647
-11.0,31,4.394823
-10.0,31,4.398382
-8.0,31,4.401575
-7.0,31,4.404931
-9.0,31,4.4081
-7.0,31,4.411282
-8.0,31,4.41452
-9.0,31,4.417618
-10.0,31,4.420914
-10.0,31,4.424032
-7.0,31,4.427163
-6.0,31,4.430371
-10.0,31,4.433482
-9.0,31,4.436719
-8.0,31,4.439795
-9.0,31,4.442875
-8.0,31,4.528285
-9.0,31,4.531537
-6.0,31,4.534692
-8.0,31,4.537811
-7.0,31,4.540964
-9.0,31,4.544098
-10.0,31,4.547209
-7.0,31,4.550337
-8.0,31,4.553452
-8.0,31,4.556577
-8.0,31,4.559692
-8.0,31,4.562801
-9.0,31,4.565896
-10.0,31,4.569011
-8.0,31,4.572102
-8.0,31,4.575205
-10.0,31,4.57831
-8.0,31,4.581401
-5.0,31,4.584485
-9.0,31,4.587586
-10.0,31,4.590798
-7.0,31,4.59393
-9.0,31,4.597019
-12.0,31,4.600144
-9.0,31,4.603245
-7.0,31,4.606363
-5.0,31,4.60986
-8.0,31,4.613155
-8.0,31,4.616418
-8.0,31,4.619642
-7.0,31,4.622848
-8.0,31,4.626077
-9.0,31,4.62928
-10.0,31,4.632465
-11.0,31,4.63566
-7.0,31,4.638849
-10.0,31,4.642052
-6.0,31,4.645261
-8.0,31,4.648458
-9.0,31,4.651667
-5.0,31,4.654835
-9.0,31,4.658029
-5.0,31,4.661187
-8.0,31,4.664373
-12.0,31,4.667598
-7.0,31,4.67079
-9.0,31,4.673964
-9.0,31,4.677152
-10.0,31,4.680332
-8.0,31,4.683498
-10.0,31,4.686661
-6.0,31,4.689832
-12.0,31,4.692986
-8.0,31,4.696171
-10.0,31,4.699349
-12.0,31,4.702535
-9.0,31,4.705691
-7.0,31,4.708874
-9.0,31,4.712048
-7.0,31,4.715232
-9.0,31,4.718393
-7.0,31,4.721553
-8.0,31,4.724721
-10.0,31,4.727943
-9.0,31,4.731134
-12.0,31,4.734293
-10.0,31,4.815342
-7.0,31,4.818609
-8.0,31,4.821742
-6.0,31,4.824905
-7.0,31,4.828128
-9.0,31,4.83131
-10.0,31,4.834474
-10.0,31,4.837577
-8.0,31,4.840675
-4.0,31,4.843794
-7.0,31,4.846899
-5.0,31,4.850022
-8.0,31,4.85313
-7.0,31,4.856227
-7.0,31,4.859345
-8.0,31,4.862478
-6.0,31,4.865587
-8.0,31,4.868693
-6.0,31,4.871839
-7.0,31,4.874944
-8.0,31,4.878032
-8.0,31,4.881176
-9.0,31,4.884284
-7.0,31,4.887391
-8.0,31,4.890483
-8.0,31,4.893587
-8.0,31,4.896681
-9.0,31,4.899771
-10.0,31,4.902872
-10.0,31,4.905963
-8.0,31,4.909069
-5.0,31,4.912176
-8.0,31,4.915261
-10.0,31,4.918353
-8.0,31,4.921472
-13.0,31,4.924577
-9.0,31,4.927684
-6.0,31,4.93079
-6.0,31,4.933896
-7.0,31,4.936979
-7.0,31,4.940059
-4.0,31,4.943154
-9.0,31,4.94627
-9.0,31,4.949379
-9.0,31,4.952461
-8.0,31,4.955547
-10.0,31,4.958657
-9.0,31,4.961746
-6.0,31,4.964808
-12.0,31,4.967907
-7.0,31,4.970997
-6.0,31,4.974096
-6.0,31,4.977186
-8.0,31,4.980283
-10.0,31,4.98337
-8.0,31,4.986446
-7.0,31,4.989522
-6.0,31,4.992626
-5.0,31,4.995706
-9.0,31,4.998807
-7.0,31,5.001889
-9.0,31,5.004982
-8.0,31,5.008051
-10.0,31,5.011128
-7.0,31,5.014207
-8.0,31,5.017296
-11.0,31,5.097329
-10.0,31,5.100704
-8.0,31,5.104006
-9.0,31,5.10725
-7.0,31,5.110457
-9.0,31,5.113962
-5.0,31,5.117146
-7.0,31,5.120267
-12.0,31,5.123383
-8.0,31,5.126484
-8.0,31,5.129592
-8.0,31,5.132689
-9.0,31,5.135774
-8.0,31,5.138867
-7.0,31,5.141922
-9.0,31,5.144999
-8.0,31,5.148092
-7.0,31,5.151174
-9.0,31,5.154255
-11.0,31,5.157316
-9.0,31,5.160384
-8.0,31,5.163464
-8.0,31,5.16653
-9.0,31,5.169585
-9.0,31,5.172669
-8.0,31,5.175765
-10.0,31,5.178842
-8.0,31,5.181918
-7.0,31,5.184979
-8.0,31,5.188047
-7.0,31,5.191097
-7.0,31,5.19416
-8.0,31,5.197215
-9.0,31,5.200284
-7.0,31,5.203326
-8.0,31,5.206383
-7.0,31,5.20943
-9.0,31,5.212502
-11.0,31,5.215558
-14.0,31,5.2186
-6.0,31,5.221656
-6.0,31,5.224725
-10.0,31,5.227782
-7.0,31,5.230846
-10.0,31,5.233904
-6.0,31,5.236973
-8.0,31,5.240032
-8.0,31,5.243094
-10.0,31,5.246164
-11.0,31,5.249219
-6.0,31,5.252255
-6.0,31,5.255299
-7.0,31,5.258352
-6.0,31,5.261413
-9.0,31,5.264455
-6.0,31,5.267494
-6.0,31,5.270538
-11.0,31,5.273604
-9.0,31,5.276644
-11.0,31,5.279732
-7.0,31,5.282777
-7.0,31,5.285836
-5.0,31,5.288868
-8.0,31,5.291909
-6.0,31,5.294956
-10.0,31,5.298008
-10.0,31,5.301047
-6.0,31,5.380962
-9.0,31,5.384099
-9.0,31,5.387186
-8.0,31,5.390278
-7.0,31,5.393352
-7.0,31,5.396426
-3.0,31,5.399488
-8.0,31,5.402558
-8.0,31,5.405623
-5.0,31,5.408676
-7.0,31,5.411725
-9.0,31,5.414782
-9.0,31,5.417843
-6.0,31,5.420896
-9.0,31,5.423953
-9.0,31,5.427017
-7.0,31,5.430084
-11.0,31,5.433144
-8.0,31,5.436202
-8.0,31,5.439269
-8.0,31,5.44233
-8.0,31,5.445384
-8.0,31,5.44844
-13.0,31,5.451501
-4.0,31,5.454561
-11.0,31,5.457617
-7.0,31,5.460668
-9.0,31,5.463706
-10.0,31,5.46677
-9.0,31,5.469824
-6.0,31,5.472876
-5.0,31,5.475914
-7.0,31,5.478989
-8.0,31,5.482041
-8.0,31,5.485125
-7.0,31,5.488172
-9.0,31,5.491237
-7.0,31,5.494276
-10.0,31,5.497316
-8.0,31,5.500367
-7.0,31,5.503421
-8.0,31,5.506466
-6.0,31,5.509523
-8.0,31,5.512578
-11.0,31,5.515638
-7.0,31,5.518702
-7.0,31,5.521747
-7.0,31,5.5248
-10.0,31,5.527848
-10.0,31,5.530875
-8.0,31,5.533909
-10.0,31,5.536958
-8.0,31,5.540023
-7.0,31,5.543063
-7.0,31,5.546107
-10.0,31,5.549169
-8.0,31,5.552233
-8.0,31,5.555282
-8.0,31,5.55833
-9.0,31,5.561383
-8.0,31,5.564481
-8.0,31,5.567529
-7.0,31,5.57056
-7.0,31,5.573612
-9.0,31,5.576659
-12.0,31,5.579716
-6.0,31,5.662089
-11.0,31,5.665472
-7.0,31,5.668798
-9.0,31,5.672151
-6.0,31,5.675458
-9.0,31,5.678778
-8.0,31,5.682061
-8.0,31,5.685333
-8.0,31,5.68867
-9.0,31,5.691954
-8.0,31,5.695332
-7.0,31,5.698955
-5.0,31,5.702651
-10.0,31,5.706156
-7.0,31,5.709633
-7.0,31,5.712835
-5.0,31,5.716015
-10.0,31,5.719248
-8.0,31,5.722473
-8.0,31,5.725682
-9.0,31,5.728896
-9.0,31,5.732093
-10.0,31,5.735302
-7.0,31,5.738501
-7.0,31,5.741689
-8.0,31,5.74488
-9.0,31,5.748176
-8.0,31,5.751476
-5.0,31,5.754725
-8.0,31,5.757935
-5.0,31,5.761133
-5.0,31,5.76433
-7.0,31,5.767514
-5.0,31,5.770738
-8.0,31,5.773917
-8.0,31,5.777103
-7.0,31,5.780278
-9.0,31,5.783486
