#{"t_start": 1737988432.2088268, "env_id": "None"}
r,l,t
0.0,31,23.890094
-3.0,31,23.893185
-2.0,31,23.896277
-1.0,31,23.899354
0.0,31,23.902447
-1.0,31,23.905544
-2.0,31,23.908648
0.0,31,23.911755
0.0,31,23.914845
0.0,31,23.917942
0.0,31,23.921038
-2.0,31,23.924123
0.0,31,23.927222
-1.0,31,23.930332
-5.0,31,23.933414
-1.0,31,23.936503
0.0,31,23.939577
0.0,31,23.942664
-1.0,31,23.945772
-1.0,31,23.948869
-1.0,31,23.951965
0.0,31,23.955063
0.0,31,23.958165
0.0,31,23.961242
0.0,31,23.964337
-1.0,31,23.967487
0.0,31,23.970568
-2.0,31,23.973657
-1.0,31,23.976746
-1.0,31,23.979827
0.0,31,23.982903
-1.0,31,23.98597
-1.0,31,23.989057
-2.0,31,23.992145
-1.0,31,23.995219
-3.0,31,23.998315
-2.0,31,24.001435
0.0,31,24.004534
0.0,31,24.00761
0.0,31,24.010697
-2.0,31,24.01377
0.0,31,24.093513
-2.0,31,24.096636
-1.0,31,24.099736
-1.0,31,24.103073
-2.0,31,24.106224
-2.0,31,24.109313
-1.0,31,24.112374
-2.0,31,24.115481
-1.0,31,24.118555
-2.0,31,24.121609
-4.0,31,24.124667
-2.0,31,24.127733
-1.0,31,24.130795
-2.0,31,24.133845
0.0,31,24.136893
0.0,31,24.139953
0.0,31,24.142999
-4.0,31,24.146046
-3.0,31,24.149103
-2.0,31,24.152142
-3.0,31,24.155199
-2.0,31,24.15824
-1.0,31,24.161315
-2.0,31,24.164373
0.0,31,24.167406
-3.0,31,24.17044
-3.0,31,24.173495
-1.0,31,24.176534
-1.0,31,24.179577
-1.0,31,24.18262
-1.0,31,24.185664
-1.0,31,24.188685
0.0,31,24.191718
0.0,31,24.19475
-1.0,31,24.197781
0.0,31,24.200811
-1.0,31,24.203845
0.0,31,24.206929
-3.0,31,24.209954
-3.0,31,24.212985
-1.0,31,24.216021
0.0,31,24.219049
-1.0,31,24.222081
-3.0,31,24.225133
-3.0,31,24.228167
0.0,31,24.231204
-2.0,31,24.234257
0.0,31,24.237276
0.0,31,24.240294
-1.0,31,24.243306
-1.0,31,24.246342
-1.0,31,24.24937
0.0,31,24.252383
0.0,31,24.255411
-3.0,31,24.25844
-2.0,31,24.261465
-1.0,31,24.264487
0.0,31,24.267493
-1.0,31,24.27053
-2.0,31,24.273559
-2.0,31,24.276578
-1.0,31,24.279598
-3.0,31,24.282651
-1.0,31,24.28568
-2.0,31,24.288709
0.0,31,24.291749
-2.0,31,24.371454
0.0,31,24.374733
-2.0,31,24.377953
-1.0,31,24.381153
-1.0,31,24.38433
0.0,31,24.3875
-2.0,31,24.390672
-2.0,31,24.393859
0.0,31,24.397034
-3.0,31,24.400212
-2.0,31,24.40338
-2.0,31,24.406559
-4.0,31,24.409731
-1.0,31,24.412929
-7.0,31,24.416107
0.0,31,24.419272
-2.0,31,24.422437
0.0,31,24.425596
-1.0,31,24.428784
0.0,31,24.431949
-2.0,31,24.43511
-1.0,31,24.438268
-2.0,31,24.441427
0.0,31,24.4446
-1.0,31,24.447763
-5.0,31,24.45093
0.0,31,24.454113
-3.0,31,24.45727
-3.0,31,24.460432
-1.0,31,24.463564
-2.0,31,24.466731
-1.0,31,24.46989
0.0,31,24.473053
-1.0,31,24.476217
0.0,31,24.479407
-1.0,31,24.482554
-2.0,31,24.485709
-2.0,31,24.488876
-1.0,31,24.492052
0.0,31,24.495198
-2.0,31,24.498329
-1.0,31,24.5015
-1.0,31,24.504653
-1.0,31,24.507811
-2.0,31,24.510963
-2.0,31,24.514128
-1.0,31,24.517268
0.0,31,24.520436
0.0,31,24.523612
-2.0,31,24.526775
-1.0,31,24.529929
-2.0,31,24.533081
-4.0,31,24.536246
-4.0,31,24.539431
0.0,31,24.542583
-3.0,31,24.545739
0.0,31,24.54891
-1.0,31,24.552079
-1.0,31,24.555231
-1.0,31,24.558398
-1.0,31,24.561559
0.0,31,24.564731
-4.0,31,24.567891
-1.0,31,24.571054
-3.0,31,24.574229
-2.0,31,24.577365
0.0,31,24.657325
0.0,31,24.660475
-1.0,31,24.663573
-6.0,31,24.666636
0.0,31,24.669703
0.0,31,24.672772
-1.0,31,24.675817
0.0,31,24.678866
-1.0,31,24.681929
0.0,31,24.685006
-1.0,31,24.688068
-1.0,31,24.691132
0.0,31,24.69419
-2.0,31,24.697263
-1.0,31,24.700317
-4.0,31,24.703377
-1.0,31,24.706431
0.0,31,24.70948
0.0,31,24.712525
-2.0,31,24.715584
-1.0,31,24.718649
-1.0,31,24.721706
-2.0,31,24.724757
-1.0,31,24.727803
-1.0,31,24.730886
-3.0,31,24.733948
-2.0,31,24.736997
-1.0,31,24.740047
-2.0,31,24.743091
0.0,31,24.746148
-1.0,31,24.749207
-1.0,31,24.752254
-1.0,31,24.755304
-1.0,31,24.758352
0.0,31,24.761388
-1.0,31,24.764439
-2.0,31,24.767488
0.0,31,24.770545
-4.0,31,24.773594
-1.0,31,24.776626
-1.0,31,24.779672
0.0,31,24.782723
0.0,31,24.785776
-5.0,31,24.788825
0.0,31,24.791874
-3.0,31,24.794918
-4.0,31,24.797976
-1.0,31,24.801004
-1.0,31,24.804048
-4.0,31,24.80711
-1.0,31,24.810167
-1.0,31,24.813195
0.0,31,24.816239
-2.0,31,24.819333
-1.0,31,24.822372
0.0,31,24.825417
-1.0,31,24.82846
0.0,31,24.831509
0.0,31,24.834543
-3.0,31,24.83759
0.0,31,24.840618
-3.0,31,24.843664
0.0,31,24.846701
-2.0,31,24.849742
-2.0,31,24.852789
0.0,31,24.855823
-2.0,31,24.93494
0.0,31,24.938111
-2.0,31,24.941246
-3.0,31,24.944364
-2.0,31,24.947468
-2.0,31,24.950581
-2.0,31,24.953662
-1.0,31,24.956745
-1.0,31,24.959835
-1.0,31,24.962919
0.0,31,24.965986
-2.0,31,24.969068
-1.0,31,24.972177
-2.0,31,24.975273
-3.0,31,24.978358
-1.0,31,24.981458
-2.0,31,24.984547
-1.0,31,24.98764
0.0,31,24.990731
-1.0,31,24.993796
-1.0,31,24.996857
-2.0,31,24.999944
0.0,31,25.003011
0.0,31,25.006074
-2.0,31,25.009137
-1.0,31,25.012214
-3.0,31,25.015283
-1.0,31,25.018366
-3.0,31,25.021411
0.0,31,25.02451
-4.0,31,25.027583
0.0,31,25.030644
-1.0,31,25.033715
0.0,31,25.03679
0.0,31,25.039851
0.0,31,25.042927
-2.0,31,25.045995
-2.0,31,25.04908
-1.0,31,25.052166
0.0,31,25.055248
-2.0,31,25.058331
0.0,31,25.061442
-1.0,31,25.064542
0.0,31,25.067629
-1.0,31,25.07071
0.0,31,25.073802
-1.0,31,25.076889
0.0,31,25.07997
0.0,31,25.083052
0.0,31,25.086122
0.0,31,25.089299
-1.0,31,25.092367
-2.0,31,25.095444
0.0,31,25.09855
-1.0,31,25.101644
-1.0,31,25.104895
-1.0,31,25.107996
-3.0,31,25.111073
0.0,31,25.114182
-1.0,31,25.117275
-1.0,31,25.120361
-1.0,31,25.123449
-1.0,31,25.126547
0.0,31,25.129615
-1.0,31,25.132711
-3.0,31,25.13579
-1.0,31,25.215241
-2.0,31,25.218534
-1.0,31,25.22176
0.0,31,25.224964
-1.0,31,25.228199
0.0,31,25.231401
0.0,31,25.234586
0.0,31,25.23778
-1.0,31,25.24099
0.0,31,25.244192
-2.0,31,25.247395
0.0,31,25.250577
0.0,31,25.253758
-3.0,31,25.256962
0.0,31,25.260134
0.0,31,25.263319
-1.0,31,25.266532
-1.0,31,25.269722
-1.0,31,25.272898
0.0,31,25.276077
0.0,31,25.279283
-1.0,31,25.282469
-1.0,31,25.28565
-1.0,31,25.288814
0.0,31,25.292002
-2.0,31,25.295188
-1.0,31,25.298375
0.0,31,25.301563
0.0,31,25.304762
-2.0,31,25.307958
0.0,31,25.311142
0.0,31,25.314344
-3.0,31,25.317541
0.0,31,25.320732
0.0,31,25.323934
-2.0,31,25.327138
-1.0,31,25.330319
-1.0,31,25.333507
0.0,31,25.336707
0.0,31,25.33989
-2.0,31,25.343063
-1.0,31,25.346312
0.0,31,25.349494
0.0,31,25.352668
0.0,31,25.355844
-2.0,31,25.359028
-1.0,31,25.362215
-1.0,31,25.365421
0.0,31,25.368574
0.0,31,25.371744
-2.0,31,25.374955
-2.0,31,25.378125
-3.0,31,25.381289
-1.0,31,25.384453
-1.0,31,25.387638
-1.0,31,25.390789
0.0,31,25.393972
-2.0,31,25.397161
-2.0,31,25.400359
0.0,31,25.403532
0.0,31,25.406694
-1.0,31,25.409874
-3.0,31,25.413088
-2.0,31,25.416277
-2.0,31,25.419449
-1.0,31,25.422632
-1.0,31,25.501671
-2.0,31,25.504944
-1.0,31,25.508157
0.0,31,25.511361
0.0,31,25.514554
-1.0,31,25.517751
-1.0,31,25.52095
-2.0,31,25.524133
-1.0,31,25.527324
-3.0,31,25.530511
0.0,31,25.533722
0.0,31,25.536891
0.0,31,25.540066
0.0,31,25.543258
0.0,31,25.546454
0.0,31,25.549652
-2.0,31,25.55284
0.0,31,25.556017
-2.0,31,25.559216
0.0,31,25.562395
-1.0,31,25.565578
0.0,31,25.568799
-2.0,31,25.571984
-2.0,31,25.575153
-2.0,31,25.578333
0.0,31,25.581515
-2.0,31,25.584702
-1.0,31,25.587994
-1.0,31,25.591204
-2.0,31,25.594407
0.0,31,25.597616
0.0,31,25.600791
0.0,31,25.604268
-1.0,31,25.607461
0.0,31,25.610568
-2.0,31,25.613693
0.0,31,25.61679
-1.0,31,25.619877
0.0,31,25.622974
-4.0,31,25.626042
0.0,31,25.629107
0.0,31,25.632173
-1.0,31,25.635239
-2.0,31,25.638308
0.0,31,25.641401
-1.0,31,25.644473
-3.0,31,25.647561
-1.0,31,25.650615
-1.0,31,25.653688
0.0,31,25.656753
-5.0,31,25.659801
-1.0,31,25.662852
-2.0,31,25.665931
-1.0,31,25.668985
0.0,31,25.672042
-2.0,31,25.675098
-1.0,31,25.67817
-2.0,31,25.681237
0.0,31,25.684274
-2.0,31,25.687318
-2.0,31,25.690379
-3.0,31,25.693434
-2.0,31,25.696495
-1.0,31,25.699542
-2.0,31,25.702592
0.0,31,25.705667
0.0,31,25.785342
0.0,31,25.788565
0.0,31,25.791733
0.0,31,25.794869
-1.0,31,25.798003
-1.0,31,25.80117
-2.0,31,25.80431
-2.0,31,25.807464
0.0,31,25.8106
-2.0,31,25.81374
-1.0,31,25.816865
-1.0,31,25.819999
-1.0,31,25.823127
-1.0,31,25.826271
0.0,31,25.829391
0.0,31,25.832533
0.0,31,25.83569
-1.0,31,25.838829
-1.0,31,25.841954
0.0,31,25.845097
-1.0,31,25.84823
-1.0,31,25.851341
-1.0,31,25.854459
-2.0,31,25.85757
-1.0,31,25.860707
0.0,31,25.863828
-2.0,31,25.866953
0.0,31,25.870062
-3.0,31,25.87319
0.0,31,25.876324
0.0,31,25.879435
0.0,31,25.882566
0.0,31,25.885688
-2.0,31,25.88881
0.0,31,25.891939
-2.0,31,25.895068
0.0,31,25.898218
-5.0,31,25.901358
0.0,31,25.904492
-1.0,31,25.907619
0.0,31,25.910753
-1.0,31,25.913859
-3.0,31,25.916976
0.0,31,25.920094
-1.0,31,25.92323
0.0,31,25.926357
0.0,31,25.929473
0.0,31,25.932594
0.0,31,25.935707
-3.0,31,25.938827
-1.0,31,25.941948
-1.0,31,25.945073
0.0,31,25.948176
-1.0,31,25.951305
0.0,31,25.954428
-4.0,31,25.957572
0.0,31,25.96073
0.0,31,25.963856
0.0,31,25.96698
0.0,31,25.970109
-1.0,31,25.97323
-1.0,31,25.976373
-1.0,31,25.979514
-2.0,31,25.982655
0.0,31,25.985787
-2.0,31,25.988924
0.0,31,26.068038
-1.0,31,26.071342
-2.0,31,26.074583
-1.0,31,26.077804
-2.0,31,26.081027
-1.0,31,26.084224
-1.0,31,26.08752
-1.0,31,26.090771
0.0,31,26.093954
-1.0,31,26.097162
0.0,31,26.100344
-2.0,31,26.103823
0.0,31,26.10706
-1.0,31,26.110215
0.0,31,26.11339
0.0,31,26.116577
-1.0,31,26.119722
-2.0,31,26.122884
-2.0,31,26.12604
-2.0,31,26.129199
-3.0,31,26.132374
-2.0,31,26.135522
-3.0,31,26.138676
0.0,31,26.141825
-1.0,31,26.144963
0.0,31,26.148138
-1.0,31,26.151276
-3.0,31,26.154431
0.0,31,26.157581
0.0,31,26.160741
-2.0,31,26.163914
0.0,31,26.167059
-1.0,31,26.170193
-1.0,31,26.17333
-2.0,31,26.176475
0.0,31,26.179611
-1.0,31,26.182758
-1.0,31,26.1859
-1.0,31,26.189045
0.0,31,26.192171
0.0,31,26.195302
-4.0,31,26.198422
0.0,31,26.201561
0.0,31,26.204683
-2.0,31,26.20783
0.0,31,26.210984
0.0,31,26.214126
0.0,31,26.217266
-1.0,31,26.220399
-2.0,31,26.223543
-3.0,31,26.226684
-2.0,31,26.229815
-3.0,31,26.23295
-1.0,31,26.236086
-1.0,31,26.239231
0.0,31,26.24236
0.0,31,26.245475
-1.0,31,26.248618
0.0,31,26.251739
-1.0,31,26.254909
0.0,31,26.258035
-4.0,31,26.26118
-2.0,31,26.264311
-3.0,31,26.267422
0.0,31,26.270553
0.0,31,26.273706
0.0,31,26.353071
-5.0,31,26.356276
-3.0,31,26.35942
-1.0,31,26.362525
-1.0,31,26.365621
-2.0,31,26.368751
0.0,31,26.371855
0.0,31,26.374928
0.0,31,26.377989
0.0,31,26.381073
-1.0,31,26.384149
0.0,31,26.387221
0.0,31,26.390284
0.0,31,26.393367
-2.0,31,26.396453
0.0,31,26.399513
0.0,31,26.402586
-3.0,31,26.405676
0.0,31,26.408752
-2.0,31,26.411814
0.0,31,26.414877
0.0,31,26.417947
0.0,31,26.42103
-1.0,31,26.424112
0.0,31,26.427188
0.0,31,26.430257
0.0,31,26.433329
0.0,31,26.436392
-2.0,31,26.439462
0.0,31,26.442546
-1.0,31,26.445614
-2.0,31,26.448693
-1.0,31,26.45177
0.0,31,26.454857
0.0,31,26.457919
0.0,31,26.461008
0.0,31,26.46407
-2.0,31,26.467155
-1.0,31,26.470221
-4.0,31,26.473287
-2.0,31,26.476348
-1.0,31,26.479427
-3.0,31,26.482488
-2.0,31,26.485552
-3.0,31,26.488625
0.0,31,26.491697
-4.0,31,26.494763
0.0,31,26.497825
0.0,31,26.500891
0.0,31,26.50397
-2.0,31,26.507032
0.0,31,26.510098
-1.0,31,26.513158
-3.0,31,26.516237
-2.0,31,26.519303
-4.0,31,26.522371
-1.0,31,26.525439
-1.0,31,26.528515
-1.0,31,26.53157
-1.0,31,26.53463
0.0,31,26.537685
0.0,31,26.540738
-3.0,31,26.543808
-1.0,31,26.546862
0.0,31,26.549914
-1.0,31,26.552988
-3.0,31,26.633271
0.0,31,26.636585
0.0,31,26.639815
0.0,31,26.642994
-1.0,31,26.646164
-1.0,31,26.649369
-2.0,31,26.652514
-2.0,31,26.655704
-1.0,31,26.658888
-1.0,31,26.662062
-1.0,31,26.665284
0.0,31,26.668434
-1.0,31,26.671584
0.0,31,26.674751
-1.0,31,26.677906
-4.0,31,26.681069
0.0,31,26.684245
-3.0,31,26.687428
0.0,31,26.690599
-2.0,31,26.693743
0.0,31,26.6969
0.0,31,26.700078
0.0,31,26.703245
0.0,31,26.706394
-1.0,31,26.70957
0.0,31,26.71273
0.0,31,26.715893
-1.0,31,26.719056
-1.0,31,26.722227
-5.0,31,26.725378
-2.0,31,26.728521
-2.0,31,26.731684
-3.0,31,26.734869
-1.0,31,26.738015
-2.0,31,26.74117
-3.0,31,26.74434
0.0,31,26.747513
-1.0,31,26.750662
-1.0,31,26.753825
-2.0,31,26.756983
0.0,31,26.760153
0.0,31,26.763321
0.0,31,26.766474
0.0,31,26.76963
-1.0,31,26.772798
-1.0,31,26.775953
-1.0,31,26.779162
0.0,31,26.782316
-2.0,31,26.785487
-1.0,31,26.788629
-4.0,31,26.791775
-1.0,31,26.794942
-1.0,31,26.798097
-1.0,31,26.801242
0.0,31,26.804395
-3.0,31,26.807579
-4.0,31,26.810744
-1.0,31,26.813882
0.0,31,26.817032
-1.0,31,26.820176
-2.0,31,26.823336
-1.0,31,26.8265
-2.0,31,26.829664
-1.0,31,26.832807
-2.0,31,26.835965
-1.0,31,26.839126
0.0,31,26.918042
-1.0,31,26.921265
0.0,31,26.924337
-3.0,31,26.927411
-1.0,31,26.930457
-1.0,31,26.933514
0.0,31,26.936559
-2.0,31,26.939627
-3.0,31,26.942675
-3.0,31,26.945743
-1.0,31,26.948795
-2.0,31,26.95184
0.0,31,26.954867
-1.0,31,26.957898
-1.0,31,26.960933
-2.0,31,26.963979
-1.0,31,26.967036
-1.0,31,26.970085
-1.0,31,26.973124
0.0,31,26.97616
0.0,31,26.979212
-3.0,31,26.982269
-3.0,31,26.985336
-5.0,31,26.988387
-1.0,31,26.991422
0.0,31,26.994468
0.0,31,26.997517
0.0,31,27.000588
0.0,31,27.003635
-2.0,31,27.006689
-3.0,31,27.00973
-1.0,31,27.012789
-1.0,31,27.015838
-3.0,31,27.018879
-2.0,31,27.021917
-1.0,31,27.024977
-2.0,31,27.028032
-1.0,31,27.031081
-1.0,31,27.034131
0.0,31,27.03718
-1.0,31,27.040244
-2.0,31,27.043311
-3.0,31,27.046375
-2.0,31,27.049443
-1.0,31,27.052507
-1.0,31,27.055562
-2.0,31,27.058608
0.0,31,27.061675
0.0,31,27.064735
-1.0,31,27.067788
-3.0,31,27.070841
-2.0,31,27.073921
0.0,31,27.076969
0.0,31,27.080019
-1.0,31,27.083056
-2.0,31,27.086104
0.0,31,27.089282
0.0,31,27.092293
-1.0,31,27.095328
0.0,31,27.098408
0.0,31,27.10147
0.0,31,27.104978
-1.0,31,27.108272
0.0,31,27.11151
-4.0,31,27.114742
-1.0,31,27.117948
-2.0,31,27.121122
0.0,31,27.200747
0.0,31,27.203921
0.0,31,27.207067
-3.0,31,27.21019
-2.0,31,27.213311
-2.0,31,27.216413
-1.0,31,27.219508
0.0,31,27.222609
-1.0,31,27.225719
0.0,31,27.228812
0.0,31,27.231913
-3.0,31,27.234995
-1.0,31,27.238092
-1.0,31,27.241178
-1.0,31,27.244268
0.0,31,27.247361
-2.0,31,27.250442
-2.0,31,27.253538
0.0,31,27.256648
-1.0,31,27.259736
0.0,31,27.26281
0.0,31,27.265897
-1.0,31,27.268995
-1.0,31,27.272085
0.0,31,27.275145
0.0,31,27.278237
0.0,31,27.281346
0.0,31,27.284424
0.0,31,27.287511
-4.0,31,27.290607
0.0,31,27.293703
0.0,31,27.29678
-2.0,31,27.299859
-1.0,31,27.302937
-1.0,31,27.306024
-2.0,31,27.30913
-2.0,31,27.312223
-1.0,31,27.315324
-1.0,31,27.318416
-3.0,31,27.321502
-2.0,31,27.324585
-2.0,31,27.327685
0.0,31,27.330758
0.0,31,27.333822
-2.0,31,27.336899
-2.0,31,27.340001
-1.0,31,27.343067
-1.0,31,27.346145
-1.0,31,27.34922
-1.0,31,27.352296
-1.0,31,27.355394
0.0,31,27.358463
-1.0,31,27.361521
0.0,31,27.364583
0.0,31,27.367665
0.0,31,27.370741
-1.0,31,27.373804
0.0,31,27.376869
-2.0,31,27.379951
0.0,31,27.383025
-4.0,31,27.386085
-2.0,31,27.389177
0.0,31,27.392255
-1.0,31,27.395363
-2.0,31,27.398436
-1.0,31,27.401504
-1.0,31,27.481196
0.0,31,27.484506
-2.0,31,27.487756
-1.0,31,27.490965
0.0,31,27.494149
0.0,31,27.497333
0.0,31,27.500531
0.0,31,27.503718
-1.0,31,27.50691
-3.0,31,27.510122
-1.0,31,27.513304
0.0,31,27.516498
-1.0,31,27.519678
0.0,31,27.522862
0.0,31,27.52604
0.0,31,27.529217
-2.0,31,27.53241
-1.0,31,27.535618
-1.0,31,27.538796
-2.0,31,27.541993
0.0,31,27.54517
-1.0,31,27.548383
0.0,31,27.55156
-1.0,31,27.554741
-2.0,31,27.55793
0.0,31,27.561122
0.0,31,27.564301
-1.0,31,27.567487
-1.0,31,27.570683
-1.0,31,27.573826
0.0,31,27.577001
-1.0,31,27.580175
0.0,31,27.583355
-1.0,31,27.586537
-3.0,31,27.589845
0.0,31,27.593028
0.0,31,27.596219
-1.0,31,27.599437
-3.0,31,27.602765
-2.0,31,27.605967
-1.0,31,27.609178
0.0,31,27.61235
0.0,31,27.615521
-2.0,31,27.618716
-1.0,31,27.621902
0.0,31,27.625069
0.0,31,27.628234
0.0,31,27.631432
-1.0,31,27.63461
0.0,31,27.63778
-1.0,31,27.640964
0.0,31,27.644156
-3.0,31,27.647328
-1.0,31,27.650503
-1.0,31,27.653675
0.0,31,27.656876
-1.0,31,27.66005
0.0,31,27.663221
-1.0,31,27.666404
0.0,31,27.669581
-1.0,31,27.672756
-2.0,31,27.675937
0.0,31,27.679104
0.0,31,27.682275
0.0,31,27.685435
0.0,31,27.688633
0.0,31,27.768057
-1.0,31,27.771276
-1.0,31,27.774476
-1.0,31,27.777689
-2.0,31,27.780878
0.0,31,27.784092
0.0,31,27.787287
-2.0,31,27.790472
-1.0,31,27.793647
0.0,31,27.796831
-6.0,31,27.800033
-1.0,31,27.803249
0.0,31,27.806417
-1.0,31,27.809597
-1.0,31,27.812779
-1.0,31,27.815974
0.0,31,27.819155
-1.0,31,27.82234
-2.0,31,27.825535
0.0,31,27.828709
-3.0,31,27.8319
0.0,31,27.835087
0.0,31,27.838276
-1.0,31,27.841434
0.0,31,27.844609
-1.0,31,27.847782
0.0,31,27.850961
-2.0,31,27.85414
-3.0,31,27.857305
0.0,31,27.86048
0.0,31,27.86365
-1.0,31,27.866821
0.0,31,27.869981
-1.0,31,27.873161
0.0,31,27.876317
0.0,31,27.879493
-4.0,31,27.882668
-2.0,31,27.885847
0.0,31,27.889023
-6.0,31,27.8922
0.0,31,27.895407
0.0,31,27.898573
-1.0,31,27.901735
-1.0,31,27.904895
0.0,31,27.908065
0.0,31,27.911264
-1.0,31,27.914442
0.0,31,27.917605
0.0,31,27.920777
-4.0,31,27.923967
-1.0,31,27.927145
-4.0,31,27.930298
-1.0,31,27.933459
-2.0,31,27.936632
-1.0,31,27.939825
0.0,31,27.942977
-3.0,31,27.946148
0.0,31,27.949309
-1.0,31,27.95247
0.0,31,27.955628
-2.0,31,27.958796
-1.0,31,27.961975
0.0,31,27.965145
0.0,31,27.968302
-2.0,31,27.971504
-1.0,31,27.974676
0.0,31,28.054133
0.0,31,28.057392
-1.0,31,28.0606
-1.0,31,28.063798
0.0,31,28.066983
0.0,31,28.070175
0.0,31,28.073337
-1.0,31,28.076521
0.0,31,28.079696
0.0,31,28.082892
0.0,31,28.086068
-2.0,31,28.089369
-1.0,31,28.092565
-1.0,31,28.095743
0.0,31,28.09906
0.0,31,28.102431
0.0,31,28.10578
0.0,31,28.108997
0.0,31,28.112199
0.0,31,28.115418
-2.0,31,28.118625
-1.0,31,28.12181
-1.0,31,28.125008
0.0,31,28.128202
0.0,31,28.131395
0.0,31,28.134581
-3.0,31,28.137758
-2.0,31,28.14097
0.0,31,28.144134
0.0,31,28.147331
0.0,31,28.150504
-1.0,31,28.153696
0.0,31,28.156887
0.0,31,28.160068
0.0,31,28.163277
-1.0,31,28.166459
0.0,31,28.169637
-1.0,31,28.172803
0.0,31,28.175963
0.0,31,28.179161
-3.0,31,28.182347
-1.0,31,28.18553
0.0,31,28.188702
0.0,31,28.191891
-1.0,31,28.195063
-1.0,31,28.198223
0.0,31,28.201407
-1.0,31,28.204584
-1.0,31,28.207761
0.0,31,28.210941
-2.0,31,28.214158
0.0,31,28.21732
0.0,31,28.220476
0.0,31,28.223644
0.0,31,28.226822
0.0,31,28.23001
0.0,31,28.233173
-2.0,31,28.236337
-1.0,31,28.239521
-2.0,31,28.242677
-1.0,31,28.245856
-2.0,31,28.249035
-3.0,31,28.252225
-1.0,31,28.255392
0.0,31,28.258558
0.0,31,28.261724
-2.0,31,28.341138
0.0,31,28.344368
0.0,31,28.347588
-1.0,31,28.35078
-1.0,31,28.353965
-4.0,31,28.357157
-4.0,31,28.360362
-1.0,31,28.363551
-1.0,31,28.366719
0.0,31,28.369888
-2.0,31,28.373074
0.0,31,28.376297
-1.0,31,28.379485
-1.0,31,28.382649
0.0,31,28.385838
-1.0,31,28.38902
0.0,31,28.392205
0.0,31,28.395405
-1.0,31,28.398572
-1.0,31,28.401754
0.0,31,28.404914
0.0,31,28.408089
0.0,31,28.411276
0.0,31,28.414437
0.0,31,28.417597
-2.0,31,28.420806
-1.0,31,28.423978
-1.0,31,28.427154
-1.0,31,28.430328
-3.0,31,28.433513
-2.0,31,28.436675
-2.0,31,28.439838
-5.0,31,28.443007
0.0,31,28.446176
-3.0,31,28.449338
-3.0,31,28.452495
-2.0,31,28.455647
-2.0,31,28.458832
0.0,31,28.461995
-1.0,31,28.465162
-1.0,31,28.468328
-2.0,31,28.47149
-3.0,31,28.47464
0.0,31,28.477796
0.0,31,28.480985
-3.0,31,28.484157
-2.0,31,28.487312
-1.0,31,28.490469
-1.0,31,28.49364
0.0,31,28.496804
0.0,31,28.499994
0.0,31,28.503154
-2.0,31,28.506346
-1.0,31,28.509497
0.0,31,28.512654
0.0,31,28.515817
-1.0,31,28.518985
0.0,31,28.522145
0.0,31,28.525294
0.0,31,28.528452
0.0,31,28.531624
0.0,31,28.534781
0.0,31,28.537928
0.0,31,28.541099
-2.0,31,28.544264
-2.0,31,28.547416
-2.0,31,28.627225
0.0,31,28.630493
0.0,31,28.633695
0.0,31,28.63688
-1.0,31,28.640075
-2.0,31,28.643229
-1.0,31,28.646378
0.0,31,28.649532
0.0,31,28.652705
0.0,31,28.655891
0.0,31,28.659034
0.0,31,28.662216
-2.0,31,28.665382
-2.0,31,28.668537
-1.0,31,28.671676
-2.0,31,28.674844
0.0,31,28.677975
0.0,31,28.681104
-2.0,31,28.684244
-3.0,31,28.687404
-3.0,31,28.690552
0.0,31,28.693709
-1.0,31,28.696858
-1.0,31,28.700014
-1.0,31,28.703172
0.0,31,28.706305
-1.0,31,28.709465
0.0,31,28.712679
0.0,31,28.715841
0.0,31,28.718989
0.0,31,28.722126
0.0,31,28.725274
0.0,31,28.728422
-2.0,31,28.731565
0.0,31,28.734725
0.0,31,28.737858
-1.0,31,28.741008
0.0,31,28.744162
0.0,31,28.747309
0.0,31,28.750437
0.0,31,28.753577
-2.0,31,28.756713
-1.0,31,28.759858
-1.0,31,28.762991
0.0,31,28.766144
0.0,31,28.769275
0.0,31,28.77243
-4.0,31,28.775562
0.0,31,28.778708
-1.0,31,28.78183
-2.0,31,28.784974
0.0,31,28.788126
-1.0,31,28.791275
0.0,31,28.794396
-1.0,31,28.797565
-2.0,31,28.8007
0.0,31,28.803861
0.0,31,28.807013
0.0,31,28.810145
0.0,31,28.813287
0.0,31,28.816425
0.0,31,28.819535
-5.0,31,28.822677
-2.0,31,28.825824
0.0,31,28.828961
-3.0,31,28.832152
0.0,31,28.91197
-2.0,31,28.91512
0.0,31,28.918259
0.0,31,28.921358
0.0,31,28.924447
-2.0,31,28.927546
0.0,31,28.930648
0.0,31,28.933737
0.0,31,28.936811
0.0,31,28.939881
-1.0,31,28.942966
-1.0,31,28.946025
0.0,31,28.949103
0.0,31,28.952179
-1.0,31,28.955277
-1.0,31,28.958349
-5.0,31,28.961424
0.0,31,28.964488
-1.0,31,28.967568
-2.0,31,28.970636
0.0,31,28.973716
-2.0,31,28.976785
0.0,31,28.979867
0.0,31,28.98295
0.0,31,28.986012
0.0,31,28.989089
-1.0,31,28.992205
-2.0,31,28.995265
-2.0,31,28.998347
-1.0,31,29.001436
-2.0,31,29.004503
-1.0,31,29.007577
0.0,31,29.01065
0.0,31,29.013728
0.0,31,29.016801
-1.0,31,29.019871
-2.0,31,29.022936
0.0,31,29.026027
-1.0,31,29.029076
0.0,31,29.032153
